item_id,condition,n_options,gold,order,model_prompt,Subject,Level,Country,Question,Context,Option 1,Option 2,Option 3,Option 4,Option 5,f16_pred,f16_confidence,f16_margin,f16_entropy,f16_token_length,f16_p1,f16_p2,f16_p3,f16_p4,f16_p5,q4km_pred,q4km_confidence,q4km_margin,q4km_entropy,q4km_token_length,q4km_p1,q4km_p2,q4km_p3,q4km_p4,q4km_p5,f16_correct,q4km_correct,q4km_correct_to_wrong,q4km_wrong_to_correct
ammlu_9068,permuted,4,0,"[2, 1, 3, 0]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
: المرحلة التي ظهر فيها  تاثير الانسان  بشكل محدود على البيئة هي مرحلة

الخيارات:
1) الزراعية
2) الثروة الصناعية
3) ثورة المعلومات واالتصاالت
4) الجمع والصيد

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,High,Jordan,: المرحلة التي ظهر فيها  تاثير الانسان  بشكل محدود على البيئة هي مرحلة,,الجمع والصيد,الثروة الصناعية,الزراعية,ثورة المعلومات واالتصاالت,,0,0.5002872748395827,0.016948115410728326,0.5586005384227215,107,0.5002872748395827,0.004054622952075954,0.012318942779486987,0.48333915942885436,0.0,3,0.878863620796891,0.7987854201864046,0.3395443795621345,107,0.08007820061048633,0.011096248788135926,0.02996192980448681,0.878863620796891,0.0,True,False,True,False
ammlu_7340,original,4,0,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
لتخصيص صورة تحل محل الخلفية الافتراضية تنقر زر:

الخيارات:
1) خلفية سطح المكتب
2) لون النافذة
3) شاشة توقف
4) الأصوات

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Computer Science,Middle,Jordan,لتخصيص صورة تحل محل الخلفية الافتراضية تنقر زر: ,,خلفية سطح المكتب ,لون النافذة ,شاشة توقف ,الأصوات ,,0,0.84727045418382,0.7028499765930064,0.334215017513153,105,0.84727045418382,0.0013193837320948573,0.006989684493271613,0.14442047759081356,0.0,3,0.5713926409573563,0.14798280564422495,0.5150086487272759,105,0.42340983531313137,0.0013114410063560491,0.0038860827231562583,0.5713926409573563,0.0,True,False,True,False
ammlu_7340,permuted,4,0,"[0, 3, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
لتخصيص صورة تحل محل الخلفية الافتراضية تنقر زر:

الخيارات:
1) خلفية سطح المكتب
2) الأصوات
3) لون النافذة
4) شاشة توقف

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Computer Science,Middle,Jordan,لتخصيص صورة تحل محل الخلفية الافتراضية تنقر زر: ,,خلفية سطح المكتب ,لون النافذة ,شاشة توقف ,الأصوات ,,0,0.7172866226346076,0.4411770107015184,0.45493546919145006,105,0.7172866226346076,0.0017729841394715253,0.004830781292831656,0.27610961193308925,0.0,3,0.7522248297290647,0.5090047089016165,0.4224478368028343,105,0.2432201208274481,0.0017697676893670487,0.002785281754120076,0.7522248297290647,0.0,True,False,True,False
ammlu_8301,permuted,4,0,"[3, 0, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من الدول العربية التي تتأثر في مناخ الإقليم المداري الموسمي:

الخيارات:
1) اليمن
2) المغرب
3) تونس
4) الصومال

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,High,Jordan,من الدول العربية التي تتأثر في مناخ الإقليم المداري الموسمي:,,المغرب,تونس,الصومال,اليمن,,0,0.6042542310833304,0.28643471760711453,0.6381311999706122,90,0.6042542310833304,0.0044512651799992345,0.07347499026045455,0.3178195134762159,0.0,3,0.6248366116059999,0.31725149002069236,0.6250733097270916,90,0.30758512158530754,0.009794434400837219,0.057783832407855285,0.6248366116059999,0.0,True,False,True,False
ammlu_14430,permuted,4,0,"[3, 0, 2, 1]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
عمل معظم أهالي شرق الأردن في عهد الإمارة ‏ في مجال :

الخيارات:
1) الزارعة والرعي
2) الصناعة والزراعة
3) التجارة والزراعة
4) الرعي والتجارة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Civics,Middle,Jordan,عمل معظم أهالي شرق الأردن في عهد الإمارة ‏ في مجال :,,الصناعة والزراعة,الرعي والتجارة,التجارة والزراعة, الزارعة والرعي,,0,0.7667679542336638,0.5483116201609541,0.43718464059302586,102,0.7667679542336638,0.003302041583052498,0.011473670110574005,0.2184563340727097,0.0,3,0.6568455933447797,0.32459217250909833,0.5033984277562302,102,0.3322534208356813,0.003012364473615934,0.00788862134592304,0.6568455933447797,0.0,True,False,True,False
ammlu_2757,original,4,0,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من مؤلفات الملك عبدالله الاول :

الخيارات:
1) جواب السائل عن الخيل الأصائل
2) ليس سهلا ان تكون ملكا
3) حربنا مع اسرائيل
4) مهنتي كملك

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",History,High,Jordan,من مؤلفات الملك عبدالله الاول :,,جواب السائل عن الخيل الأصائل,ليس سهلا ان تكون ملكا,حربنا مع اسرائيل,مهنتي كملك,,0,0.6513247141669809,0.3177157509924011,0.5171621134389077,102,0.6513247141669809,0.0035675933258742494,0.011498729332564956,0.3336089631745798,0.0,3,0.7269559462560964,0.4707858106453256,0.4770092645704735,102,0.2561701356107708,0.008458940992543802,0.008414977140589,0.7269559462560964,0.0,True,False,True,False
ammlu_6024,original,2,0,"[0, 1]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
نصنع الزيت من ثمرة الزيتون

الخيارات:
1) صح
2) خطأ

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Social Science,Primary,Palestine,نصنع الزيت من ثمرة الزيتون,,صح,خطأ,,,,0,0.5705762387960785,0.14115247759215704,0.9855797465702754,72,0.5705762387960785,0.4294237612039215,0.0,0.0,0.0,1,0.8304746567875682,0.6609493135751363,0.6566178123353827,72,0.16952534321243187,0.8304746567875682,0.0,0.0,0.0,True,False,True,False
ammlu_9970,original,4,0,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تحدث عملية النسخ في تصنيع البروتين حيث يتكون معقد بدء النسخ وذلك في خطوة يطلق عليها

الخيارات:
1) بدء النسخ
2) استطالة النسخ
3) انتهاء النسخ
4) معالجة RNA

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Biology,High,Jordan,تحدث عملية النسخ في تصنيع البروتين حيث يتكون معقد بدء النسخ وذلك في خطوة يطلق عليها,,بدء النسخ,استطالة النسخ,انتهاء النسخ,معالجة RNA,,0,0.9793642490492803,0.9677341113940074,0.08561671936108216,112,0.9793642490492803,0.01163013765527293,0.0014965890893081303,0.007509024206138738,0.0,3,0.5169591389159023,0.15742592428887758,0.7569148076724378,112,0.3595332146270247,0.07634796137822315,0.04715968507884985,0.5169591389159023,0.0,True,False,True,False
ammlu_3686,original,4,0,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من أول من أخترع بارود البنادق؟

الخيارات:
1) العرب
2) الصينيون
3) الروم
4) الفرس

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",General Knowledge,,,من أول من أخترع بارود البنادق؟,,العرب,الصينيون,الروم,الفرس,,0,0.5364776819671424,0.12199655185857133,0.6226198132110696,85,0.5364776819671424,0.004996522044005397,0.04404466588028118,0.41448113010857107,0.0,3,0.4989483127284619,0.050475802096262345,0.6396394134130178,85,0.44847251063219956,0.009829705779346994,0.042749470859991374,0.4989483127284619,0.0,True,False,True,False
ammlu_1137,original,3,0,"[0, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يحق لك كدراج أن تتجاوز المركبة التي أمامك:

الخيارات:
1) عن جهة يسارها
2) عن جهة يمينها
3) عن اي جهة كانت

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Driving Test,,Lebanon,يحق لك كدراج أن تتجاوز المركبة التي أمامك:,,عن جهة يسارها,عن جهة يمينها,عن اي جهة كانت,,,0,0.6697358511713669,0.350239972286377,0.6206186032244194,89,0.6697358511713669,0.010768269943643013,0.3194958788849899,0.0,0.0,2,0.8151439039913787,0.6775728869678199,0.5313876243209634,89,0.13757101702355878,0.047285078985062505,0.8151439039913787,0.0,0.0,True,False,True,False
ammlu_11374,original,3,0,"[0, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
خطه ماليه يعدها الشخص بنفسه :

الخيارات:
1) الموازنة الشخصية
2) الارباح السنوية
3) المالية الشخصيه

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Economics,High,Jordan,خطه ماليه يعدها الشخص بنفسه :,,الموازنة الشخصية,الارباح السنوية,المالية الشخصيه,,,0,0.9400573567968585,0.8960192858668955,0.2380184425412453,85,0.9400573567968585,0.01590457227317848,0.04403807092996307,0.0,0.0,2,0.961768900358839,0.9316015857210889,0.16564250913748532,85,0.03016731463775009,0.00806378500341086,0.961768900358839,0.0,0.0,True,False,True,False
ammlu_11374,permuted,3,0,"[0, 2, 1]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
خطه ماليه يعدها الشخص بنفسه :

الخيارات:
1) الموازنة الشخصية
2) المالية الشخصيه
3) الارباح السنوية

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Economics,High,Jordan,خطه ماليه يعدها الشخص بنفسه :,,الموازنة الشخصية,الارباح السنوية,المالية الشخصيه,,,0,0.94488444661705,0.9005103534696872,0.2189085879395332,85,0.94488444661705,0.04437409314736275,0.010741460235587499,0.0,0.0,1,0.4161619850039807,0.10596324702033016,0.9853914840461463,85,0.2736392770123688,0.4161619850039807,0.31019873798365055,0.0,0.0,True,False,True,False
ammlu_9434,original,3,0,"[0, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
الساعة التالية للساعة الخامسة

الخيارات:
1) السادسة
2) الرابعة
3) الثانية

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Math,Primary,Palestine,الساعة التالية للساعة الخامسة,,السادسة ,الرابعة,الثانية,,,0,0.8079779736938097,0.6803263714665213,0.5567173685081487,76,0.8079779736938097,0.12765160222728847,0.06437042407890171,0.0,0.0,1,0.38648165824393366,0.018247228907436852,0.9830612323734108,76,0.3682344293364968,0.38648165824393366,0.2452839124195696,0.0,0.0,True,False,True,False
ammlu_12832,original,4,0,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أحافظ على الهدوء في بيتي ولا أزعج جيراني هذا التصرف من آداب

الخيارات:
1) البيت
2) الخروج من المنزل
3) الضيافة
4) المسجد

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Islamic Studies,Primary,Jordan,أحافظ على الهدوء في بيتي ولا أزعج جيراني هذا التصرف من آداب,,البيت,الخروج من المنزل,الضيافة,المسجد,,0,0.7724851573214547,0.6229082096356493,0.520923534594805,98,0.7724851573214547,0.016076788809929243,0.06186110618281058,0.14957694768580548,0.0,1,0.5004059063841728,0.137646612205731,0.7796123560438525,98,0.3627592941784418,0.5004059063841728,0.062406573816284144,0.07442822562110125,0.0,True,False,True,False
ammlu_515,original,4,0,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
بماذا لقب اسماعيل عليه السلام؟

الخيارات:
1) الذبيح
2) اسرائيل
3) خليفة الله
4) الصديق

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Islamic Studies,,,بماذا لقب اسماعيل عليه السلام؟,,الذبيح,اسرائيل,خليفة الله,الصديق,,0,0.635176709940975,0.30368328141369494,0.566385946934261,86,0.635176709940975,0.007298793720395426,0.026031067811349635,0.33149342852728003,0.0,2,0.7689254655144562,0.6093999478116953,0.5139328131669368,86,0.1595255177027609,0.009975556779309313,0.7689254655144562,0.06157346000347366,0.0,True,False,True,False
ammlu_515,permuted,4,0,"[0, 3, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
بماذا لقب اسماعيل عليه السلام؟

الخيارات:
1) الذبيح
2) الصديق
3) اسرائيل
4) خليفة الله

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Islamic Studies,,,بماذا لقب اسماعيل عليه السلام؟,,الذبيح,اسرائيل,خليفة الله,الصديق,,0,0.6271544008454144,0.27384841300055424,0.5405566103691489,86,0.6271544008454144,0.013241894166823701,0.006297717142901696,0.35330598784486017,0.0,3,0.8943433507402232,0.7971686821765691,0.26781716908931275,86,0.0971746685636541,0.006661621310867526,0.0018203593852553043,0.8943433507402232,0.0,True,False,True,False
ammlu_9619,original,4,0,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
اي من الهرمونات التالية تفرز من تحت المهاد ؟

الخيارات:
1) hCG
2) FSH
3) TSH
4) TRH

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Biology,High,,اي من الهرمونات التالية تفرز من تحت المهاد ؟,,hCG,FSH,TSH,TRH,,0,0.7107335088285421,0.4329678885493392,0.47404753030600894,89,0.7107335088285421,0.0038289343771709685,0.007671936515084021,0.27776562027920293,0.0,3,0.7510352333958701,0.5189342850183167,0.4573945670969472,89,0.2321009483775533,0.010433407309528617,0.006430410917047935,0.7510352333958701,0.0,True,False,True,False
ammlu_14108,permuted,3,1,"[0, 2, 1]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
ما موقف الإسلام في تغيير نظرة الناس إلى ذوي الإعاقة؟

الخيارات:
1) حفظ لهم كرامتهم وإنسانيتهم
2) جميع ما ذكر
3) شرع لهم حقوقا خاصة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Islamic Studies,High,Jordan,ما موقف الإسلام في تغيير نظرة الناس إلى ذوي الإعاقة؟,,حفظ لهم كرامتهم وإنسانيتهم,شرع لهم حقوقا خاصة,جميع ما ذكر,,,1,0.5799315588782813,0.2288682738685821,0.7900443368715793,100,0.06900515611201946,0.5799315588782813,0.3510632850096992,0.0,0.0,2,0.8292528123554819,0.7021560061116658,0.5043911531997058,100,0.04365038140070208,0.12709680624381609,0.8292528123554819,0.0,0.0,True,False,True,False
ammlu_9161,original,4,0,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يسهم ارتفاع درجة حرارة الأرض في زيادة المتوسط السنوي لتساقط الأمطار في العروض الوسطى، مما يؤدي
إلى زيادة تدفق المياه في الأودية واألنهار وحدوث الفيضانات في مناطق عديدة، خاصة في:

الخيارات:
1) جنوب شرق آسيا
2) جنوب شرق استراليا
3) جنوب شرق أوروبا
4) جنوب شرق أفريقيا

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,High,Jordan,"يسهم ارتفاع درجة حرارة الأرض في زيادة المتوسط السنوي لتساقط الأمطار في العروض الوسطى، مما يؤدي
إلى زيادة تدفق المياه في الأودية واألنهار وحدوث الفيضانات في مناطق عديدة، خاصة في:",,جنوب شرق آسيا,جنوب شرق استراليا,جنوب شرق أوروبا,جنوب شرق أفريقيا,,0,0.7988033717225307,0.6890744339382904,0.4812848364240645,159,0.7988033717225307,0.007739646526872692,0.0837280439663563,0.1097289377842403,0.0,3,0.7755130997134521,0.5835096149077263,0.46528810513917573,159,0.19200348480572574,0.009571368428131086,0.022912047052691113,0.7755130997134521,0.0,True,False,True,False
