item_id,condition,n_options,gold,order,model_prompt,Subject,Level,Country,Question,Context,Option 1,Option 2,Option 3,Option 4,Option 5,f16_pred,f16_confidence,f16_margin,f16_entropy,f16_token_length,f16_p1,f16_p2,f16_p3,f16_p4,f16_p5,q4km_pred,q4km_confidence,q4km_margin,q4km_entropy,q4km_token_length,q4km_p1,q4km_p2,q4km_p3,q4km_p4,q4km_p5,f16_correct,q4km_correct,q4km_correct_to_wrong,q4km_wrong_to_correct
ammlu_4216,original,4,3,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
ما هي أسرع سمكة بحرية؟

الخيارات:
1) الدولفين.
2) الحوت الأزرق.
3) سمكة التونة العنيدة.
4) أبو منشار.

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",General Knowledge,,,ما هي أسرع سمكة بحرية؟,,الدولفين.,الحوت الأزرق.,سمكة التونة العنيدة.,أبو منشار.,,0,0.8703155125623585,0.7892331381254113,0.35747522047637326,90,0.8703155125623585,0.009491606939403313,0.08108237443694724,0.03911050606129085,0.0,0,0.7903154758630184,0.6515343824444316,0.4852934713868326,90,0.7903154758630184,0.008038910965471671,0.06286451975292298,0.13878109341858683,0.0,False,False,False,False
ammlu_4216,permuted,4,2,"[0, 1, 3, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
ما هي أسرع سمكة بحرية؟

الخيارات:
1) الدولفين.
2) الحوت الأزرق.
3) أبو منشار.
4) سمكة التونة العنيدة.

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",General Knowledge,,,ما هي أسرع سمكة بحرية؟,,الدولفين.,الحوت الأزرق.,سمكة التونة العنيدة.,أبو منشار.,,0,0.8168120911266263,0.6745271887180884,0.4288667958808501,90,0.8168120911266263,0.008620716042186618,0.03228229042264904,0.14228490240853797,0.0,0,0.539107079760611,0.10151527898915574,0.5737571757603848,90,0.539107079760611,0.005789033295613104,0.017512086172320515,0.43759180077145526,0.0,False,False,False,False
ammlu_7803,original,4,0,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
واحدة مما يلي لا تعد مثالا على الاعتداءات الالكترونية على البريد الالكتروني :

الخيارات:
1) الاعتداء عن طريق كود بسيط
2) تقديم عروض شراء بعض المنتجات باسعار زهيده
3) رسائل تحمل عنوان كيف تصبح ثريا
4) رسائل تحتوي روابط يتم الضغط عليها للحصول على المزيد من المعلومات

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Computer Science,High,Jordan,واحدة مما يلي لا تعد مثالا على الاعتداءات الالكترونية على البريد الالكتروني :,,الاعتداء عن طريق كود بسيط,تقديم عروض شراء بعض المنتجات باسعار زهيده,رسائل تحمل عنوان كيف تصبح ثريا,رسائل تحتوي روابط يتم الضغط عليها للحصول على المزيد من المعلومات,,0,0.7391739737456929,0.4894365030472886,0.45172405783268227,147,0.7391739737456929,0.002963401471616356,0.008125154084286478,0.24973747069840435,0.0,3,0.755999799569748,0.5194364745862468,0.42798240405121957,147,0.23656332498350136,0.002051207112909866,0.0053856683338407395,0.755999799569748,0.0,True,False,True,False
ammlu_7803,permuted,4,3,"[2, 1, 3, 0]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
واحدة مما يلي لا تعد مثالا على الاعتداءات الالكترونية على البريد الالكتروني :

الخيارات:
1) رسائل تحمل عنوان كيف تصبح ثريا
2) تقديم عروض شراء بعض المنتجات باسعار زهيده
3) رسائل تحتوي روابط يتم الضغط عليها للحصول على المزيد من المعلومات
4) الاعتداء عن طريق كود بسيط

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Computer Science,High,Jordan,واحدة مما يلي لا تعد مثالا على الاعتداءات الالكترونية على البريد الالكتروني :,,الاعتداء عن طريق كود بسيط,تقديم عروض شراء بعض المنتجات باسعار زهيده,رسائل تحمل عنوان كيف تصبح ثريا,رسائل تحتوي روابط يتم الضغط عليها للحصول على المزيد من المعلومات,,0,0.6668185040300604,0.3411570506869747,0.4881640778740592,147,0.6668185040300604,0.002030636780208266,0.005489405846645705,0.32566145334308566,0.0,3,0.882030382946432,0.7674640871828037,0.2742408146504435,147,0.11456629576362828,0.0008363124777921885,0.002567008812147533,0.882030382946432,0.0,False,True,False,True
ammlu_14402,original,4,2,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من المناطق المنكوبة في العالم التي قامت القوات المسلحة بتسيير المستشفيات العسكري إليها هي

الخيارات:
1) اليمن
2) سوريا
3) العراق
4) ليبيا

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Civics,Middle,Jordan,من المناطق المنكوبة في العالم التي قامت القوات المسلحة بتسيير المستشفيات العسكري إليها هي,,اليمن,سوريا,العراق,ليبيا,,0,0.49140354444842416,0.018415974342827934,0.6000793862740993,89,0.49140354444842416,0.0028251322941357576,0.032783753151843904,0.4729875701055962,0.0,3,0.8019561400733553,0.6256892591447183,0.417651571564377,89,0.17626688092863702,0.005878701120118393,0.015898277877889392,0.8019561400733553,0.0,False,False,False,False
ammlu_14402,permuted,4,2,"[3, 1, 2, 0]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من المناطق المنكوبة في العالم التي قامت القوات المسلحة بتسيير المستشفيات العسكري إليها هي

الخيارات:
1) ليبيا
2) سوريا
3) العراق
4) اليمن

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Civics,Middle,Jordan,من المناطق المنكوبة في العالم التي قامت القوات المسلحة بتسيير المستشفيات العسكري إليها هي,,اليمن,سوريا,العراق,ليبيا,,3,0.55794462437357,0.15198520493682988,0.593722500777615,89,0.4059594194367401,0.003570153946055802,0.03252580224363424,0.55794462437357,0.0,3,0.8122923024263768,0.6640872467718695,0.4353893215234126,89,0.1482050556545073,0.011827453291281766,0.027675188627834055,0.8122923024263768,0.0,False,False,False,False
ammlu_3742,original,4,2,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أصغر عظمة في جسم الإنسان هي العظم الركابي فأين توجد؟

الخيارات:
1) في الأنف
2) في اليد
3) في الإذن
4) في القدم

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",General Knowledge,,,أصغر عظمة في جسم الإنسان هي العظم الركابي فأين توجد؟,,في الأنف,في اليد,في الإذن,في القدم,,3,0.5902932638282823,0.2142403418824817,0.5769099011155723,97,0.3760529219458006,0.0016795926511720474,0.031974221574745124,0.5902932638282823,0.0,3,0.8642242893274406,0.7528860083260625,0.3395411882442804,97,0.11133828100137814,0.0031983984506124595,0.021239031220568912,0.8642242893274406,0.0,False,False,False,False
ammlu_3742,permuted,4,2,"[3, 0, 2, 1]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أصغر عظمة في جسم الإنسان هي العظم الركابي فأين توجد؟

الخيارات:
1) في القدم
2) في الأنف
3) في الإذن
4) في اليد

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",General Knowledge,,,أصغر عظمة في جسم الإنسان هي العظم الركابي فأين توجد؟,,في الأنف,في اليد,في الإذن,في القدم,,0,0.5138875222792295,0.041032563808288125,0.5481602927433603,97,0.5138875222792295,0.0024353000682950003,0.010822219181534122,0.4728549584709414,0.0,3,0.9405239390870386,0.8831832270470105,0.17036773994504487,97,0.057340712040028066,0.0009063999873825133,0.0012289488855508665,0.9405239390870386,0.0,False,False,False,False
ammlu_7949,original,4,1,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
…….. تغير في الخصائص الاجتماعية والثقافية لسكان المدينة من حيث نمط حياتهم وسلوكهم وعاداتهم

الخيارات:
1) التحضر
2) التمدن
3) الريف
4) الهجرة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,Middle,Jordan,…….. تغير في الخصائص الاجتماعية والثقافية لسكان المدينة من حيث نمط حياتهم وسلوكهم وعاداتهم ,,التحضر,التمدن,الريف,الهجرة,,3,0.5769628362238908,0.22947547447942768,0.6679926532230683,102,0.3474873617444631,0.052740858864592656,0.022808943167053584,0.5769628362238908,0.0,3,0.9330991717001152,0.8819648030819537,0.2092179599161441,102,0.012562101861546878,0.051134368618161556,0.0032043578201763154,0.9330991717001152,0.0,False,False,False,False
ammlu_7949,permuted,4,1,"[2, 1, 0, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
…….. تغير في الخصائص الاجتماعية والثقافية لسكان المدينة من حيث نمط حياتهم وسلوكهم وعاداتهم

الخيارات:
1) الريف
2) التمدن
3) التحضر
4) الهجرة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,Middle,Jordan,…….. تغير في الخصائص الاجتماعية والثقافية لسكان المدينة من حيث نمط حياتهم وسلوكهم وعاداتهم ,,التحضر,التمدن,الريف,الهجرة,,3,0.7880059517155513,0.6986992579236521,0.5334504703440023,102,0.08930669379189926,0.04168614694403409,0.08100120754851532,0.7880059517155513,0.0,3,0.9239146622225678,0.8625272148960298,0.22830587463716095,102,0.008338876689973409,0.061387447326538,0.00635901376092077,0.9239146622225678,0.0,False,False,False,False
ammlu_9396,original,3,2,"[0, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
الساعة التالية للساعة الخامسة

الخيارات:
1) الرابعة
2) الثالثة
3) السادسة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Math,Primary,Palestine,الساعة التالية للساعة الخامسة,,الرابعة,الثالثة,السادسة,,,2,0.5078194435684747,0.10514842987880069,0.8432641696847555,77,0.40267101368967406,0.08950954274185122,0.5078194435684747,0.0,0.0,1,0.49943869295374704,0.07925080825173825,0.8316837409430045,77,0.08037342234424424,0.49943869295374704,0.4201878847020088,0.0,0.0,True,False,True,False
ammlu_9396,permuted,3,0,"[2, 1, 0]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
الساعة التالية للساعة الخامسة

الخيارات:
1) السادسة
2) الثالثة
3) الرابعة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Math,Primary,Palestine,الساعة التالية للساعة الخامسة,,الرابعة,الثالثة,السادسة,,,0,0.7147307928222074,0.46640471319394416,0.6442814433575033,77,0.7147307928222074,0.036943127549529296,0.24832607962826325,0.0,0.0,2,0.4999223171430446,0.20554562688727718,0.9392492032694232,77,0.2943766902557674,0.20570099260118807,0.4999223171430446,0.0,0.0,True,False,True,False
ammlu_8631,original,4,2,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من خلال الخريطة التي أمامك اسنتنتج : بحرية تشاد
تتشابه في تقسيمها الحدودي مع بحيرة

الخيارات:
1) سوبرييور
2) متشجن
3) فيكتوريا
4) المنزلة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,High,Egypt,"من خلال الخريطة التي أمامك اسنتنتج : بحرية تشاد
تتشابه في تقسيمها الحدودي مع بحيرة",,سوبرييور,متشجن,فيكتوريا, المنزلة,,3,0.626857517763407,0.31908990703177303,0.6236702573698606,113,0.307767610731634,0.011776770256989368,0.05359810124796953,0.626857517763407,0.0,3,0.7447278855886574,0.5764323054063141,0.5713670569116108,113,0.1682955801823433,0.04437862327933809,0.04259791094966111,0.7447278855886574,0.0,False,False,False,False
ammlu_8631,permuted,4,0,"[2, 0, 3, 1]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من خلال الخريطة التي أمامك اسنتنتج : بحرية تشاد
تتشابه في تقسيمها الحدودي مع بحيرة

الخيارات:
1) فيكتوريا
2) سوبرييور
3) المنزلة
4) متشجن

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Geography,High,Egypt,"من خلال الخريطة التي أمامك اسنتنتج : بحرية تشاد
تتشابه في تقسيمها الحدودي مع بحيرة",,سوبرييور,متشجن,فيكتوريا, المنزلة,,3,0.5564478265577694,0.16009162248119763,0.6245355975022371,113,0.39635620407657174,0.014001148073080527,0.03319482129257846,0.5564478265577694,0.0,3,0.5093089032848199,0.12775155930203164,0.7406430318768784,113,0.3815573439827883,0.04439634640699716,0.06473740632539457,0.5093089032848199,0.0,False,False,False,False
ammlu_13282,original,4,0,"[0, 1, 2, 3]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
حكم صلاة الاستسقاء

الخيارات:
1) سنة مؤكدة
2) فرض
3) واجب
4) مستحب

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Islamic Studies,Primary,Jordan,حكم صلاة الاستسقاء,,سنة مؤكدة,فرض,واجب,مستحب,,0,0.5961947013046188,0.27333823668781304,0.6714047506864169,82,0.5961947013046188,0.049856014814601037,0.03109281926397437,0.3228564646168058,0.0,3,0.9307716007267983,0.8978748464975117,0.23082881259358423,82,0.03289675422928661,0.027223721819533808,0.009107923224381193,0.9307716007267983,0.0,True,False,True,False
ammlu_13282,permuted,4,3,"[2, 1, 3, 0]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
حكم صلاة الاستسقاء

الخيارات:
1) واجب
2) فرض
3) مستحب
4) سنة مؤكدة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Islamic Studies,Primary,Jordan,حكم صلاة الاستسقاء,,سنة مؤكدة,فرض,واجب,مستحب,,3,0.860087624803677,0.7917830936120398,0.3804218427109533,82,0.06830453119163714,0.008273487742963992,0.06333435626172194,0.860087624803677,0.0,3,0.9823472754315912,0.9713218654436698,0.07575170870705464,82,0.003567315132891561,0.003059999447595979,0.011025409987921377,0.9823472754315912,0.0,True,True,False,False
ammlu_12411,original,3,0,"[0, 1, 2]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
بَطَّة

الخيارات:
1) لحوم
2) فواكه
3) خضروات

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Arabic Language (Grammar),,,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
بَطَّة",,لحوم,فواكه,خضروات,,,0,0.9877292752347797,0.9804937981888774,0.06781284136530707,92,0.9877292752347797,0.0072354770459022826,0.005035247719318211,0.0,0.0,0,0.9375287726663541,0.8858088152177744,0.23884723296354474,92,0.9375287726663541,0.05171995744857966,0.010751269885066222,0.0,0.0,True,True,False,False
ammlu_12411,permuted,3,2,"[2, 1, 0]","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
بَطَّة

الخيارات:
1) خضروات
2) فواكه
3) لحوم

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",Arabic Language (Grammar),,,"اختر الصنف الغذائي الذي ينتمي إليه الطعام التالي.
بَطَّة",,لحوم,فواكه,خضروات,,,0,0.9181007071922794,0.8411098591456346,0.274853179258552,92,0.9181007071922794,0.004908444761075792,0.07699084804664476,0.0,0.0,0,0.6658815741603452,0.3719363809544533,0.69160952542643,92,0.6658815741603452,0.04017323263376276,0.2939451932058919,0.0,0.0,False,False,False,False
