item_id,source_row,Subject,Level,Country,Question,Context,Option 1,Option 2,Option 3,Option 4,Option 5,n_options,gold,prompt,model_prompt,ref_pred,ref_confidence,ref_margin,ref_entropy,ref_top2,ref_token_length,ref_p1,ref_p2,ref_p3,ref_p4,ref_p5,w8_pred,w8_confidence,w8_margin,w8_entropy,w8_top2,w8_token_length,w8_p1,w8_p2,w8_p3,w8_p4,w8_p5,w4_pred,w4_confidence,w4_margin,w4_entropy,w4_top2,w4_token_length,w4_p1,w4_p2,w4_p3,w4_p4,w4_p5,ref_correct,w8_correct,w4_correct,w8_correct_to_wrong,w4_correct_to_wrong,w8_wrong_to_correct,w4_wrong_to_correct,gold_human,ref_human,w4_human
ammlu_12513,12513,Arabic Language (Grammar),,,"أي من التكملات التالية هي الصحيحة بدلاً من [فراغ]
جاء الطلابُ، وقابلَــ[فراغ].الأستاذُ.",,هن,هما,هم,ون,,4,2,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أي من التكملات التالية هي الصحيحة بدلاً من [فراغ]
جاء الطلابُ، وقابلَــ[فراغ].الأستاذُ.

الخيارات:
1) هن
2) هما
3) هم
4) ون

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أي من التكملات التالية هي الصحيحة بدلاً من [فراغ]
جاء الطلابُ، وقابلَــ[فراغ].الأستاذُ.

الخيارات:
1) هن
2) هما
3) هم
4) ون

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",2,0.9780187010765076,0.9606984853744507,0.08625157922506332,0,109,0.01732020266354084,0.0011113397777080536,0.9780187010765076,0.003549794666469097,0.0,2,0.9842761754989624,0.9720457196235657,0.0658416748046875,0,109,0.012230453081429005,0.000960026285611093,0.9842761754989624,0.0025333301164209843,0.0,3,0.9344525933265686,0.8970464468002319,0.21911312639713287,2,109,0.019905179738998413,0.008236109279096127,0.03740612789988518,0.9344525933265686,0.0,True,True,False,False,True,False,False,3,3,4
ammlu_2757,2757,History,High,Jordan,من مؤلفات الملك عبدالله الاول :,,جواب السائل عن الخيل الأصائل,ليس سهلا ان تكون ملكا,حربنا مع اسرائيل,مهنتي كملك,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من مؤلفات الملك عبدالله الاول :

الخيارات:
1) جواب السائل عن الخيل الأصائل
2) ليس سهلا ان تكون ملكا
3) حربنا مع اسرائيل
4) مهنتي كملك

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من مؤلفات الملك عبدالله الاول :

الخيارات:
1) جواب السائل عن الخيل الأصائل
2) ليس سهلا ان تكون ملكا
3) حربنا مع اسرائيل
4) مهنتي كملك

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.6499823331832886,0.31512367725372314,0.5180336833000183,3,102,0.6499823331832886,0.0035694807302206755,0.011589474976062775,0.33485865592956543,0.0,0,0.5566293597221375,0.1290312111377716,0.5506433248519897,3,102,0.5566293597221375,0.0036448808386921883,0.012127550318837166,0.42759814858436584,0.0,3,0.930338978767395,0.897197425365448,0.23105065524578094,2,102,0.02840791828930378,0.008111519739031792,0.03314153850078583,0.930338978767395,0.0,True,True,False,False,True,False,False,1,1,4
ammlu_13241,13241,Islamic Studies,Primary,Jordan, سمي الصحابة الذين كلفهم الرسول بكتابة القرآن الكريم: ...,,كتاب الوحي ,الخلفاء الراشدين ,المهاجرين,الأنصار,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
سمي الصحابة الذين كلفهم الرسول بكتابة القرآن الكريم: ...

الخيارات:
1) كتاب الوحي
2) الخلفاء الراشدين
3) المهاجرين
4) الأنصار

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
سمي الصحابة الذين كلفهم الرسول بكتابة القرآن الكريم: ...

الخيارات:
1) كتاب الوحي
2) الخلفاء الراشدين
3) المهاجرين
4) الأنصار

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.5183846950531006,0.07064148783683777,0.5929254293441772,1,96,0.5183846950531006,0.4477432072162628,0.03210781514644623,0.0017642987659201026,0.0,1,0.5487903356552124,0.13882938027381897,0.6017075181007385,0,96,0.40996095538139343,0.5487903356552124,0.03932257741689682,0.0019261320121586323,0.0,3,0.9272042512893677,0.892848014831543,0.23973913490772247,0,96,0.034356240183115005,0.009234986267983913,0.029204461723566055,0.9272042512893677,0.0,True,False,False,True,True,False,False,1,1,4
ammlu_12832,12832,Islamic Studies,Primary,Jordan,أحافظ على الهدوء في بيتي ولا أزعج جيراني هذا التصرف من آداب,,البيت,الخروج من المنزل,الضيافة,المسجد,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أحافظ على الهدوء في بيتي ولا أزعج جيراني هذا التصرف من آداب

الخيارات:
1) البيت
2) الخروج من المنزل
3) الضيافة
4) المسجد

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أحافظ على الهدوء في بيتي ولا أزعج جيراني هذا التصرف من آداب

الخيارات:
1) البيت
2) الخروج من المنزل
3) الضيافة
4) المسجد

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.771711528301239,0.62259441614151,0.5227842330932617,3,98,0.771711528301239,0.016248704865574837,0.06292255222797394,0.1491170972585678,0.0,0,0.708445131778717,0.5125867128372192,0.6016882061958313,3,98,0.708445131778717,0.017853280529379845,0.07784321159124374,0.19585838913917542,0.0,3,0.9190828800201416,0.8775091171264648,0.2599334418773651,0,98,0.04157375544309616,0.010968648828566074,0.028374776244163513,0.9190828800201416,0.0,True,True,False,False,True,False,False,1,1,4
ammlu_6673,6673,Arabic Language,High,Egypt,"
قال الشاعر:

رفقًا بجفنٍ كلما أبكَيتِهِ * سال العَقيقُ به وقام الماءُ

ميز -مما يلي- سبب نصب كلمة «رفقا».",,مفعول مطلق لفعل محذوف.,مفعول به منصوب على الإغراء.,نائب مفعول مطلق.,حال مقدم.,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
قال الشاعر:

رفقًا بجفنٍ كلما أبكَيتِهِ * سال العَقيقُ به وقام الماءُ

ميز -مما يلي- سبب نصب كلمة «رفقا».

الخيارات:
1) مفعول مطلق لفعل محذوف.
2) مفعول به منصوب على الإغراء.
3) نائب مفعول مطلق.
4) حال مقدم.

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
قال الشاعر:

رفقًا بجفنٍ كلما أبكَيتِهِ * سال العَقيقُ به وقام الماءُ

ميز -مما يلي- سبب نصب كلمة «رفقا».

الخيارات:
1) مفعول مطلق لفعل محذوف.
2) مفعول به منصوب على الإغراء.
3) نائب مفعول مطلق.
4) حال مقدم.

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.7401072382926941,0.5940313935279846,0.5878008604049683,2,148,0.7401072382926941,0.08556177467107773,0.14607582986354828,0.02825518324971199,0.0,0,0.7170016169548035,0.5526992082595825,0.612280547618866,2,148,0.7170016169548035,0.09409608691930771,0.16430237889289856,0.02459985949099064,0.0,3,0.9121602773666382,0.8718307018280029,0.27751266956329346,0,148,0.04032957926392555,0.011782029643654823,0.03572811931371689,0.9121602773666382,0.0,True,True,False,False,True,False,False,1,1,4
ammlu_1814,1814,Driving Test,,Jordan,"على السائق الذي يقود مركبته في الاتجاه المنحدر من الطريق الالتزام باقصى يمينه او ايقاف مركبته تماما وذلك لتمكين المركبة الصاعدة من المرور اذا كان عرض الطريق لا يسمح بمرور المركبتين معا.
",,نعم,لا,,,,2,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
على السائق الذي يقود مركبته في الاتجاه المنحدر من الطريق الالتزام باقصى يمينه او ايقاف مركبته تماما وذلك لتمكين المركبة الصاعدة من المرور اذا كان عرض الطريق لا يسمح بمرور المركبتين معا.

الخيارات:
1) نعم
2) لا

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
على السائق الذي يقود مركبته في الاتجاه المنحدر من الطريق الالتزام باقصى يمينه او ايقاف مركبته تماما وذلك لتمكين المركبة الصاعدة من المرور اذا كان عرض الطريق لا يسمح بمرور المركبتين معا.

الخيارات:
1) نعم
2) لا

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.9471571445465088,0.8943142890930176,0.29835256934165955,1,129,0.9471571445465088,0.05284284055233002,0.0,0.0,0.0,0,0.9534267783164978,0.9068535566329956,0.2716578543186188,1,129,0.9534267783164978,0.046573203057050705,0.0,0.0,0.0,1,0.9028185606002808,0.8056371212005615,0.45999675989151,0,129,0.09718143194913864,0.9028185606002808,0.0,0.0,0.0,True,True,False,False,True,False,False,1,1,2
ammlu_8234,8234,Geography,High,Jordan,تسود المنخفضات الجوية ضمن منطقة هبوب الرياح:,,الغربية العكسية,التجارية,المدارية,الموسمية,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تسود المنخفضات الجوية ضمن منطقة هبوب الرياح:

الخيارات:
1) الغربية العكسية
2) التجارية
3) المدارية
4) الموسمية

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تسود المنخفضات الجوية ضمن منطقة هبوب الرياح:

الخيارات:
1) الغربية العكسية
2) التجارية
3) المدارية
4) الموسمية

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.7940599322319031,0.6465165615081787,0.479397714138031,3,89,0.7940599322319031,0.014988762326538563,0.04340791702270508,0.14754337072372437,0.0,0,0.7387086153030396,0.5490851402282715,0.5524185299873352,3,89,0.7387086153030396,0.015883715823292732,0.05578423663973808,0.18962344527244568,0.0,3,0.8968751430511475,0.8354878425598145,0.3050777018070221,2,89,0.03298492729663849,0.008752664551138878,0.06138727813959122,0.8968751430511475,0.0,True,True,False,False,True,False,False,1,1,4
ammlu_9161,9161,Geography,High,Jordan,"يسهم ارتفاع درجة حرارة الأرض في زيادة المتوسط السنوي لتساقط الأمطار في العروض الوسطى، مما يؤدي
إلى زيادة تدفق المياه في الأودية واألنهار وحدوث الفيضانات في مناطق عديدة، خاصة في:",,جنوب شرق آسيا,جنوب شرق استراليا,جنوب شرق أوروبا,جنوب شرق أفريقيا,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يسهم ارتفاع درجة حرارة الأرض في زيادة المتوسط السنوي لتساقط الأمطار في العروض الوسطى، مما يؤدي
إلى زيادة تدفق المياه في الأودية واألنهار وحدوث الفيضانات في مناطق عديدة، خاصة في:

الخيارات:
1) جنوب شرق آسيا
2) جنوب شرق استراليا
3) جنوب شرق أوروبا
4) جنوب شرق أفريقيا

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يسهم ارتفاع درجة حرارة الأرض في زيادة المتوسط السنوي لتساقط الأمطار في العروض الوسطى، مما يؤدي
إلى زيادة تدفق المياه في الأودية واألنهار وحدوث الفيضانات في مناطق عديدة، خاصة في:

الخيارات:
1) جنوب شرق آسيا
2) جنوب شرق استراليا
3) جنوب شرق أوروبا
4) جنوب شرق أفريقيا

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.7979576587677002,0.6877293586730957,0.4826515018939972,3,159,0.7979576587677002,0.007791867945343256,0.08402218669652939,0.11022832244634628,0.0,0,0.7665667533874512,0.6479787230491638,0.5310640931129456,3,159,0.7665667533874512,0.008794440887868404,0.10605090856552124,0.11858802288770676,0.0,3,0.8925249576568604,0.8309455513954163,0.3182436525821686,2,159,0.033644240349531174,0.012251392006874084,0.061579398810863495,0.8925249576568604,0.0,True,True,False,False,True,False,False,1,1,4
ammlu_2876,2876,History,High,Jordan,اتحاد عربي من اهدافه تنمية البلدين وتطويرهما بالمشاريع الاقتصادية المشتركة بطريقة تكاملية تسهم في دفع المسيرة التنموية في كلا البلدين هو :,,العربي الهاشمي,مجلس التعاون العربي,المملكة العربية المتحدة,الاتحاد المغاربي,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
اتحاد عربي من اهدافه تنمية البلدين وتطويرهما بالمشاريع الاقتصادية المشتركة بطريقة تكاملية تسهم في دفع المسيرة التنموية في كلا البلدين هو :

الخيارات:
1) العربي الهاشمي
2) مجلس التعاون العربي
3) المملكة العربية المتحدة
4) الاتحاد المغاربي

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
اتحاد عربي من اهدافه تنمية البلدين وتطويرهما بالمشاريع الاقتصادية المشتركة بطريقة تكاملية تسهم في دفع المسيرة التنموية في كلا البلدين هو :

الخيارات:
1) العربي الهاشمي
2) مجلس التعاون العربي
3) المملكة العربية المتحدة
4) الاتحاد المغاربي

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.5533118844032288,0.3299620747566223,0.8284695744514465,2,120,0.5533118844032288,0.1310373842716217,0.22334979474544525,0.09230100363492966,0.0,0,0.5123707056045532,0.2567940950393677,0.8588194251060486,2,120,0.5123707056045532,0.123957060277462,0.25557661056518555,0.10809561610221863,0.0,3,0.8867093324661255,0.8310660719871521,0.3357429802417755,0,120,0.055643241852521896,0.015529955737292767,0.04211752489209175,0.8867093324661255,0.0,True,True,False,False,True,False,False,1,1,4
ammlu_1137,1137,Driving Test,,Lebanon,يحق لك كدراج أن تتجاوز المركبة التي أمامك:,,عن جهة يسارها,عن جهة يمينها,عن اي جهة كانت,,,3,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يحق لك كدراج أن تتجاوز المركبة التي أمامك:

الخيارات:
1) عن جهة يسارها
2) عن جهة يمينها
3) عن اي جهة كانت

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يحق لك كدراج أن تتجاوز المركبة التي أمامك:

الخيارات:
1) عن جهة يسارها
2) عن جهة يمينها
3) عن اي جهة كانت

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.6712076663970947,0.3531898260116577,0.6196414232254028,2,89,0.6712076663970947,0.010774431750178337,0.318017840385437,0.0,0.0,0,0.6076446175575256,0.22548097372055054,0.6526910066604614,2,89,0.6076446175575256,0.01019181776791811,0.3821636438369751,0.0,0.0,2,0.8863138556480408,0.8104028105735779,0.3881555199623108,0,89,0.0759110376238823,0.03777505084872246,0.8863138556480408,0.0,0.0,True,True,False,False,True,False,False,1,1,3
ammlu_9041,9041,Geography,High,Jordan,"عنصر من عناصر المناخ له أهمية كبيرة في الأرصاد الجوية لأنه يوفر معلومات عن الهواء الموجود في
الأعلى : ",,الضغط الجوي,درجة الحرارة,الرياح,الأمطار,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
عنصر من عناصر المناخ له أهمية كبيرة في الأرصاد الجوية لأنه يوفر معلومات عن الهواء الموجود في
الأعلى :

الخيارات:
1) الضغط الجوي
2) درجة الحرارة
3) الرياح
4) الأمطار

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
عنصر من عناصر المناخ له أهمية كبيرة في الأرصاد الجوية لأنه يوفر معلومات عن الهواء الموجود في
الأعلى :

الخيارات:
1) الضغط الجوي
2) درجة الحرارة
3) الرياح
4) الأمطار

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.9846166372299194,0.974503755569458,0.06709004938602448,3,109,0.9846166372299194,0.0028418058063834906,0.002428700216114521,0.010112869553267956,0.0,0,0.9796609878540039,0.965019702911377,0.08321995288133621,3,109,0.9796609878540039,0.0028098688926547766,0.002887887880206108,0.014641309157013893,0.0,3,0.8841992020606995,0.8216959238052368,0.33812108635902405,2,109,0.039612773805856705,0.01368478313088417,0.06250326335430145,0.8841992020606995,0.0,True,True,False,False,True,False,False,1,1,4
ammlu_13493,13493,Islamic Studies,Primary,Palestine,كل المخلوقات تحتاج عناية الله,,صح,خطأ,,,,2,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
كل المخلوقات تحتاج عناية الله

الخيارات:
1) صح
2) خطأ

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
كل المخلوقات تحتاج عناية الله

الخيارات:
1) صح
2) خطأ

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.5182809233665466,0.03656184673309326,0.9990355372428894,1,71,0.5182809233665466,0.48171907663345337,0.0,0.0,0.0,0,0.5371831655502319,0.07436636090278625,0.9960070848464966,1,71,0.5371831655502319,0.4628168046474457,0.0,0.0,0.0,1,0.8752028942108154,0.7504057884216309,0.5429946184158325,0,71,0.12479712814092636,0.8752028942108154,0.0,0.0,0.0,True,True,False,False,True,False,False,1,1,2
ammlu_3688,3688,General Knowledge,,,من القائل:لعمرك بالموت عار على الفتى *** إذا لم تصبه في الحياة المعابر؟,,ليلى الأخليلية,رابعة العدوية,عائشة هانم التيمورية,ملك حفني ناصف,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من القائل:لعمرك بالموت عار على الفتى *** إذا لم تصبه في الحياة المعابر؟

الخيارات:
1) ليلى الأخليلية
2) رابعة العدوية
3) عائشة هانم التيمورية
4) ملك حفني ناصف

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من القائل:لعمرك بالموت عار على الفتى *** إذا لم تصبه في الحياة المعابر؟

الخيارات:
1) ليلى الأخليلية
2) رابعة العدوية
3) عائشة هانم التيمورية
4) ملك حفني ناصف

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.5070790648460388,0.08178257942199707,0.6603537201881409,3,116,0.5070790648460388,0.008367618545889854,0.05925683677196503,0.42529648542404175,0.0,3,0.48758113384246826,0.047494739294052124,0.6685015559196472,0,116,0.44008639454841614,0.008077053353190422,0.06425543874502182,0.48758113384246826,0.0,3,0.8745966553688049,0.8049471378326416,0.3593786358833313,2,116,0.03849315270781517,0.017260657623410225,0.06964953243732452,0.8745966553688049,0.0,True,False,False,True,True,False,False,1,1,4
ammlu_879,879,Driving Test,,Egypt,يمكنك السير بالسيارة إلى أقرب نقطة صيانة عند إضاءة مبين شحن البطارية وذلك بعد متابعة درجة حرارة المحرك.,,العبارة صحيحة,العبارة خاطئة,,,,2,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يمكنك السير بالسيارة إلى أقرب نقطة صيانة عند إضاءة مبين شحن البطارية وذلك بعد متابعة درجة حرارة المحرك.

الخيارات:
1) العبارة صحيحة
2) العبارة خاطئة

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يمكنك السير بالسيارة إلى أقرب نقطة صيانة عند إضاءة مبين شحن البطارية وذلك بعد متابعة درجة حرارة المحرك.

الخيارات:
1) العبارة صحيحة
2) العبارة خاطئة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.8041645288467407,0.6083290576934814,0.7135204076766968,1,104,0.8041645288467407,0.19583547115325928,0.0,0.0,0.0,0,0.8007954955101013,0.6015909910202026,0.7203342914581299,1,104,0.8007954955101013,0.19920453429222107,0.0,0.0,0.0,1,0.8665275573730469,0.7330551147460938,0.5668850541114807,0,104,0.13347244262695312,0.8665275573730469,0.0,0.0,0.0,True,True,False,False,True,False,False,1,1,2
ammlu_13282,13282,Islamic Studies,Primary,Jordan,حكم صلاة الاستسقاء,,سنة مؤكدة,فرض,واجب,مستحب,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
حكم صلاة الاستسقاء

الخيارات:
1) سنة مؤكدة
2) فرض
3) واجب
4) مستحب

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
حكم صلاة الاستسقاء

الخيارات:
1) سنة مؤكدة
2) فرض
3) واجب
4) مستحب

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.5910922884941101,0.2627243101596832,0.6730884313583374,3,82,0.5910922884941101,0.04936216026544571,0.031177543103694916,0.3283679783344269,0.0,0,0.47919416427612305,0.046254366636276245,0.713736355304718,3,82,0.47919416427612305,0.04600678011775017,0.04185929894447327,0.4329397976398468,0.0,3,0.8613694310188293,0.7846308350563049,0.381285697221756,0,82,0.07673861086368561,0.01226247288286686,0.04962954670190811,0.8613694310188293,0.0,True,True,False,False,True,False,False,1,1,4
ammlu_2539,2539,History,Middle,Jordan,بنيت الأهرامات في مصر القديمة حتى تكون: ,,قبور للفراعنة ,سكنا للجيش ,مخازن لحفظ الأموال ,قصورا للفراعنة ,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
بنيت الأهرامات في مصر القديمة حتى تكون:

الخيارات:
1) قبور للفراعنة
2) سكنا للجيش
3) مخازن لحفظ الأموال
4) قصورا للفراعنة

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
بنيت الأهرامات في مصر القديمة حتى تكون:

الخيارات:
1) قبور للفراعنة
2) سكنا للجيش
3) مخازن لحفظ الأموال
4) قصورا للفراعنة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.816561222076416,0.6451706886291504,0.38100171089172363,3,105,0.816561222076416,0.0033924253657460213,0.008655859157443047,0.17139051854610443,0.0,0,0.7437694072723389,0.5016433000564575,0.45564886927604675,3,105,0.7437694072723389,0.003571119625121355,0.010533265769481659,0.24212607741355896,0.0,3,0.8561179041862488,0.7861884236335754,0.3971082270145416,2,105,0.05774683132767677,0.01620575040578842,0.06992947310209274,0.8561179041862488,0.0,True,True,False,False,True,False,False,1,1,4
ammlu_7797,7797,Computer Science,High,Jordan,نستطيع تصميم دارة كهربائية تمثل البوابة AND بمفتاحي توصيل في وضعية التوالي بحيث يضيء المصباح عندما :,,يكون المفتاحين في حالة اغلاق فقط,يكون اي من المفتاحين في حالة اغلاق,يكون اي من المفتاحين في حالة فتح,يكون اي من المفتاحين أو كلاهما في حالة اغلاق,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
نستطيع تصميم دارة كهربائية تمثل البوابة AND بمفتاحي توصيل في وضعية التوالي بحيث يضيء المصباح عندما :

الخيارات:
1) يكون المفتاحين في حالة اغلاق فقط
2) يكون اي من المفتاحين في حالة اغلاق
3) يكون اي من المفتاحين في حالة فتح
4) يكون اي من المفتاحين أو كلاهما في حالة اغلاق

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
نستطيع تصميم دارة كهربائية تمثل البوابة AND بمفتاحي توصيل في وضعية التوالي بحيث يضيء المصباح عندما :

الخيارات:
1) يكون المفتاحين في حالة اغلاق فقط
2) يكون اي من المفتاحين في حالة اغلاق
3) يكون اي من المفتاحين في حالة فتح
4) يكون اي من المفتاحين أو كلاهما في حالة اغلاق

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.5907832980155945,0.20006397366523743,0.5459201335906982,3,150,0.5907832980155945,0.0013692131033167243,0.017128121107816696,0.39071932435035706,0.0,0,0.5412648916244507,0.1110638976097107,0.5789958238601685,3,150,0.5412648916244507,0.0015574919525533915,0.026976635679602623,0.43020099401474,0.0,3,0.8421385884284973,0.7689734697341919,0.42378512024879456,2,150,0.0677553340792656,0.016941012814641,0.07316511124372482,0.8421385884284973,0.0,True,True,False,False,True,False,False,1,1,4
ammlu_1931,1931,Natural Science,Primary,Jordan,تنمو الأشجار الطويلة جدا والكبيرة في إحدى البيئات الآتية:,,الغابة,الصحراء,المناطق العشبية,المناطق القطبية,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تنمو الأشجار الطويلة جدا والكبيرة في إحدى البيئات الآتية:

الخيارات:
1) الغابة
2) الصحراء
3) المناطق العشبية
4) المناطق القطبية

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تنمو الأشجار الطويلة جدا والكبيرة في إحدى البيئات الآتية:

الخيارات:
1) الغابة
2) الصحراء
3) المناطق العشبية
4) المناطق القطبية

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.8884754180908203,0.8175081610679626,0.31945154070854187,3,98,0.8884754180908203,0.00794276874512434,0.03261454775929451,0.07096724957227707,0.0,0,0.872999906539917,0.7976208329200745,0.3536379635334015,3,98,0.872999906539917,0.008950082585215569,0.04267093911767006,0.07537908107042313,0.0,3,0.8197200298309326,0.7136590480804443,0.45429790019989014,2,98,0.060287415981292725,0.013931558467447758,0.10606098920106888,0.8197200298309326,0.0,True,True,False,False,True,False,False,1,1,4
