item_id,source_row,Subject,Level,Country,Question,Context,Option 1,Option 2,Option 3,Option 4,Option 5,n_options,gold,prompt,model_prompt,ref_pred,ref_confidence,ref_margin,ref_entropy,ref_top2,ref_token_length,ref_p1,ref_p2,ref_p3,ref_p4,ref_p5,w8_pred,w8_confidence,w8_margin,w8_entropy,w8_top2,w8_token_length,w8_p1,w8_p2,w8_p3,w8_p4,w8_p5,w4_pred,w4_confidence,w4_margin,w4_entropy,w4_top2,w4_token_length,w4_p1,w4_p2,w4_p3,w4_p4,w4_p5,ref_correct,w8_correct,w4_correct,w8_correct_to_wrong,w4_correct_to_wrong,w8_wrong_to_correct,w4_wrong_to_correct
ammlu_1137,1137,Driving Test,,Lebanon,يحق لك كدراج أن تتجاوز المركبة التي أمامك:,,عن جهة يسارها,عن جهة يمينها,عن اي جهة كانت,,,3,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يحق لك كدراج أن تتجاوز المركبة التي أمامك:

الخيارات:
1) عن جهة يسارها
2) عن جهة يمينها
3) عن اي جهة كانت

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يحق لك كدراج أن تتجاوز المركبة التي أمامك:

الخيارات:
1) عن جهة يسارها
2) عن جهة يمينها
3) عن اي جهة كانت

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.6712076663970947,0.3531898260116577,0.6196414232254028,2,89,0.6712076663970947,0.010774431750178337,0.318017840385437,0.0,0.0,0,0.6076446175575256,0.22548097372055054,0.6526910066604614,2,89,0.6076446175575256,0.01019181776791811,0.3821636438369751,0.0,0.0,2,0.8863138556480408,0.8104028105735779,0.3881555199623108,0,89,0.0759110376238823,0.03777505084872246,0.8863138556480408,0.0,0.0,True,True,False,False,True,False,False
ammlu_97,97,Islamic Studies,,,كم وردت كلمة (أف) في القرآن الكريم ؟,,مرتان,ثلاث مرات,خمس مرات,سبع مرات,,4,1,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
كم وردت كلمة (أف) في القرآن الكريم ؟

الخيارات:
1) مرتان
2) ثلاث مرات
3) خمس مرات
4) سبع مرات

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
كم وردت كلمة (أف) في القرآن الكريم ؟

الخيارات:
1) مرتان
2) ثلاث مرات
3) خمس مرات
4) سبع مرات

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",3,0.5907377600669861,0.3121487498283386,0.7296221852302551,0,91,0.27858901023864746,0.09293073415756226,0.0377424955368042,0.5907377600669861,0.0,3,0.6162040829658508,0.35425466299057007,0.7077969312667847,0,91,0.26194941997528076,0.08403251320123672,0.037813980132341385,0.6162040829658508,0.0,3,0.9388174414634705,0.9116103649139404,0.20867915451526642,2,91,0.027146365493535995,0.006829090882092714,0.027207063511013985,0.9388174414634705,0.0,False,False,False,False,False,False,False
ammlu_9839,9839,Biology,High,Palestine,من نواتج تحول الطاقة الضوئية إلى طاقة كيميائية في المسار الالكتروني اللاحقي؟,,ATP + غلوكوز,ATP + NADPH,ATP + NADH ,NADH+ غلوكوز,,4,2,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من نواتج تحول الطاقة الضوئية إلى طاقة كيميائية في المسار الالكتروني اللاحقي؟

الخيارات:
1) ATP + غلوكوز
2) ATP + NADPH
3) ATP + NADH
4) NADH+ غلوكوز

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
من نواتج تحول الطاقة الضوئية إلى طاقة كيميائية في المسار الالكتروني اللاحقي؟

الخيارات:
1) ATP + غلوكوز
2) ATP + NADPH
3) ATP + NADH
4) NADH+ غلوكوز

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.7844595313072205,0.5841748714447021,0.42334607243537903,1,116,0.7844595313072205,0.2002846598625183,0.007669301703572273,0.007586387451738119,0.0,0,0.7468783259391785,0.5076744556427002,0.45391470193862915,1,116,0.7468783259391785,0.23920388519763947,0.007382212206721306,0.006535576190799475,0.0,3,0.878422200679779,0.7905201315879822,0.3346862494945526,2,116,0.0212445929646492,0.012431087903678417,0.08790209144353867,0.878422200679779,0.0,False,False,False,False,False,False,False
ammlu_8234,8234,Geography,High,Jordan,تسود المنخفضات الجوية ضمن منطقة هبوب الرياح:,,الغربية العكسية,التجارية,المدارية,الموسمية,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تسود المنخفضات الجوية ضمن منطقة هبوب الرياح:

الخيارات:
1) الغربية العكسية
2) التجارية
3) المدارية
4) الموسمية

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تسود المنخفضات الجوية ضمن منطقة هبوب الرياح:

الخيارات:
1) الغربية العكسية
2) التجارية
3) المدارية
4) الموسمية

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.7940599322319031,0.6465165615081787,0.479397714138031,3,89,0.7940599322319031,0.014988762326538563,0.04340791702270508,0.14754337072372437,0.0,0,0.7387086153030396,0.5490851402282715,0.5524185299873352,3,89,0.7387086153030396,0.015883715823292732,0.05578423663973808,0.18962344527244568,0.0,3,0.8968751430511475,0.8354878425598145,0.3050777018070221,2,89,0.03298492729663849,0.008752664551138878,0.06138727813959122,0.8968751430511475,0.0,True,True,False,False,True,False,False
ammlu_11374,11374,Economics,High,Jordan,خطه ماليه يعدها الشخص بنفسه :,,الموازنة الشخصية,الارباح السنوية,المالية الشخصيه,,,3,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
خطه ماليه يعدها الشخص بنفسه :

الخيارات:
1) الموازنة الشخصية
2) الارباح السنوية
3) المالية الشخصيه

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
خطه ماليه يعدها الشخص بنفسه :

الخيارات:
1) الموازنة الشخصية
2) الارباح السنوية
3) المالية الشخصيه

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.9398229718208313,0.8956132531166077,0.23872914910316467,2,85,0.9398229718208313,0.015967316925525665,0.044209692627191544,0.0,0.0,0,0.8949402570724487,0.8073685169219971,0.3489501476287842,2,85,0.8949402570724487,0.01748807355761528,0.08757171779870987,0.0,0.0,2,0.6230177879333496,0.3552101254463196,0.8095970153808594,0,85,0.26780766248703003,0.10917458683252335,0.6230177879333496,0.0,0.0,True,True,False,False,True,False,False
ammlu_3058,3058,History,High,Jordan,واحدة من الآتية ليست من القرارات السياسية التي تنم (تدل )على اهتمام الملك الحسين رحمه الله بالقدس,,تشكيل لجنة إعمار المسجد الأقصى المبارك، وقبة الصخرة المشرفة عام 1954,تشكيل اللجنة الملكية لشؤون القدس عام 1971م,استثناء القدس من قرارات فك الارتباط الإداري والقانوني الذي اتُخذ عام 1988م,تشكيل الصندوق الهاشمي لإعمار الأقصى وقبة الصخرة المشرفة,,4,3,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
واحدة من الآتية ليست من القرارات السياسية التي تنم (تدل )على اهتمام الملك الحسين رحمه الله بالقدس

الخيارات:
1) تشكيل لجنة إعمار المسجد الأقصى المبارك، وقبة الصخرة المشرفة عام 1954
2) تشكيل اللجنة الملكية لشؤون القدس عام 1971م
3) استثناء القدس من قرارات فك الارتباط الإداري والقانوني الذي اتُخذ عام 1988م
4) تشكيل الصندوق الهاشمي لإعمار الأقصى وقبة الصخرة المشرفة

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
واحدة من الآتية ليست من القرارات السياسية التي تنم (تدل )على اهتمام الملك الحسين رحمه الله بالقدس

الخيارات:
1) تشكيل لجنة إعمار المسجد الأقصى المبارك، وقبة الصخرة المشرفة عام 1954
2) تشكيل اللجنة الملكية لشؤون القدس عام 1971م
3) استثناء القدس من قرارات فك الارتباط الإداري والقانوني الذي اتُخذ عام 1988م
4) تشكيل الصندوق الهاشمي لإعمار الأقصى وقبة الصخرة المشرفة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.8315870761871338,0.7302190065383911,0.4306009113788605,2,200,0.8315870761871338,0.011272819712758064,0.10136805474758148,0.0557720810174942,0.0,0,0.8131307363510132,0.6939660310745239,0.4596925973892212,2,200,0.8131307363510132,0.01310613565146923,0.11916469782590866,0.054598383605480194,0.0,3,0.44938042759895325,0.014213353395462036,0.75519198179245,0,200,0.4351670742034912,0.04284482076764107,0.07260767370462418,0.44938042759895325,0.0,False,False,True,False,False,False,True
ammlu_6631,6631,Arabic Language,High,Egypt, س3:تحققت أهم مقاييس الصورة البلاغية في الأبيات من خلال :,البلاغة: يقول إبراهيم ناجي 1-صمت السهل ولكن أقبلت من ثنايا السهل أصداء بعيدة 2- كلُّ لحنٍ في هدوء شامل تشتهي النفس به أن تستعيده 3- يتهادي في عباب ساحرٍ باعث للشطِّ أمواجًا مديدة 4-فإذا ما ذهب الليل بها تزخر النفس بأصداء جديدة,ملاءمة الصورة للجو النفسي,الابتكار وعدم التقليد,الجمع بين الواقع والخيال,التعبير عن بيئة الشاعر,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
البلاغة: يقول إبراهيم ناجي 1-صمت السهل ولكن أقبلت من ثنايا السهل أصداء بعيدة 2- كلُّ لحنٍ في هدوء شامل تشتهي النفس به أن تستعيده 3- يتهادي في عباب ساحرٍ باعث للشطِّ أمواجًا مديدة 4-فإذا ما ذهب الليل بها تزخر النفس بأصداء جديدة

س3:تحققت أهم مقاييس الصورة البلاغية في الأبيات من خلال :

الخيارات:
1) ملاءمة الصورة للجو النفسي
2) الابتكار وعدم التقليد
3) الجمع بين الواقع والخيال
4) التعبير عن بيئة الشاعر

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
البلاغة: يقول إبراهيم ناجي 1-صمت السهل ولكن أقبلت من ثنايا السهل أصداء بعيدة 2- كلُّ لحنٍ في هدوء شامل تشتهي النفس به أن تستعيده 3- يتهادي في عباب ساحرٍ باعث للشطِّ أمواجًا مديدة 4-فإذا ما ذهب الليل بها تزخر النفس بأصداء جديدة

س3:تحققت أهم مقاييس الصورة البلاغية في الأبيات من خلال :

الخيارات:
1) ملاءمة الصورة للجو النفسي
2) الابتكار وعدم التقليد
3) الجمع بين الواقع والخيال
4) التعبير عن بيئة الشاعر

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.8626132607460022,0.7962818145751953,0.3794546127319336,2,223,0.8626132607460022,0.060011282563209534,0.06633147597312927,0.011043991893529892,0.0,0,0.8432988524436951,0.7697398662567139,0.418570339679718,2,223,0.8432988524436951,0.06908632814884186,0.0735589861869812,0.014055884443223476,0.0,3,0.7793679237365723,0.6655544638633728,0.5360780954360962,2,223,0.07764053344726562,0.029178157448768616,0.11381345242261887,0.7793679237365723,0.0,True,True,False,False,True,False,False
ammlu_14133,14133,Islamic Studies,High,Jordan,تعلم زيد بن ثابت من ُخدام رسول الله اللغات الآتية:,,الحبشية,الرومية,القبطية,جميع ما ذكر,,4,3,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تعلم زيد بن ثابت من ُخدام رسول الله اللغات الآتية:

الخيارات:
1) الحبشية
2) الرومية
3) القبطية
4) جميع ما ذكر

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تعلم زيد بن ثابت من ُخدام رسول الله اللغات الآتية:

الخيارات:
1) الحبشية
2) الرومية
3) القبطية
4) جميع ما ذكر

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",3,0.9960469603538513,0.9926605224609375,0.020020922645926476,0,93,0.003386465599760413,0.00013555552868638188,0.00043104446376673877,0.9960469603538513,0.0,3,0.996137797832489,0.9929060339927673,0.01975163444876671,0,93,0.003231775015592575,0.0001516722550150007,0.00047875154996290803,0.996137797832489,0.0,3,0.9511556625366211,0.9254185557365417,0.17284195125102997,2,93,0.019056715071201324,0.004050534218549728,0.025737127289175987,0.9511556625366211,0.0,True,True,True,False,False,False,False
ammlu_7602,7602,Computer Science,Primary,Palestine,الكتل الحمراء تدل على وجود الفحم,,صح,خطأ,,,,2,1,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
الكتل الحمراء تدل على وجود الفحم

الخيارات:
1) صح
2) خطأ

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
الكتل الحمراء تدل على وجود الفحم

الخيارات:
1) صح
2) خطأ

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",1,0.736172080039978,0.47234418988227844,0.8324679136276245,0,73,0.2638278901576996,0.736172080039978,0.0,0.0,0.0,1,0.7150017023086548,0.43000340461730957,0.8621722459793091,0,73,0.2849982976913452,0.7150017023086548,0.0,0.0,0.0,1,0.9680258631706238,0.9360517263412476,0.204197496175766,0,73,0.03197415545582771,0.9680258631706238,0.0,0.0,0.0,True,True,True,False,False,False,False
ammlu_14000,14000,Islamic Studies,High,Jordan,أخلاق تنظيم علاقة الإنسان مع الناس: قائمة على:,,حسن الخلق؛ كالرحمة والعدل والإحسان,حسن الصلة والبر بهم؛ بما يحفظ نفوسهم وأعراضهم وأموالهم، ويكفل عدم الاعتداء عليها,جميع ما ذكر,,,3,2,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أخلاق تنظيم علاقة الإنسان مع الناس: قائمة على:

الخيارات:
1) حسن الخلق؛ كالرحمة والعدل والإحسان
2) حسن الصلة والبر بهم؛ بما يحفظ نفوسهم وأعراضهم وأموالهم، ويكفل عدم الاعتداء عليها
3) جميع ما ذكر

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أخلاق تنظيم علاقة الإنسان مع الناس: قائمة على:

الخيارات:
1) حسن الخلق؛ كالرحمة والعدل والإحسان
2) حسن الصلة والبر بهم؛ بما يحفظ نفوسهم وأعراضهم وأموالهم، ويكفل عدم الاعتداء عليها
3) جميع ما ذكر

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.7007747292518616,0.40491607785224915,0.5722318887710571,2,123,0.7007747292518616,0.003366605145856738,0.2958586513996124,0.0,0.0,0,0.6247510313987732,0.25292620062828064,0.6200374960899353,2,123,0.6247510313987732,0.0034240810200572014,0.37182483077049255,0.0,0.0,2,0.4553399682044983,0.012776970863342285,0.8665062785148621,0,123,0.442562997341156,0.10209709405899048,0.4553399682044983,0.0,0.0,False,False,True,False,False,False,True
ammlu_1931,1931,Natural Science,Primary,Jordan,تنمو الأشجار الطويلة جدا والكبيرة في إحدى البيئات الآتية:,,الغابة,الصحراء,المناطق العشبية,المناطق القطبية,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تنمو الأشجار الطويلة جدا والكبيرة في إحدى البيئات الآتية:

الخيارات:
1) الغابة
2) الصحراء
3) المناطق العشبية
4) المناطق القطبية

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تنمو الأشجار الطويلة جدا والكبيرة في إحدى البيئات الآتية:

الخيارات:
1) الغابة
2) الصحراء
3) المناطق العشبية
4) المناطق القطبية

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.8884754180908203,0.8175081610679626,0.31945154070854187,3,98,0.8884754180908203,0.00794276874512434,0.03261454775929451,0.07096724957227707,0.0,0,0.872999906539917,0.7976208329200745,0.3536379635334015,3,98,0.872999906539917,0.008950082585215569,0.04267093911767006,0.07537908107042313,0.0,3,0.8197200298309326,0.7136590480804443,0.45429790019989014,2,98,0.060287415981292725,0.013931558467447758,0.10606098920106888,0.8197200298309326,0.0,True,True,False,False,True,False,False
ammlu_9434,9434,Math,Primary,Palestine,الساعة التالية للساعة الخامسة,,السادسة ,الرابعة,الثانية,,,3,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
الساعة التالية للساعة الخامسة

الخيارات:
1) السادسة
2) الرابعة
3) الثانية

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
الساعة التالية للساعة الخامسة

الخيارات:
1) السادسة
2) الرابعة
3) الثانية

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.806857705116272,0.6787329912185669,0.5589979887008667,1,76,0.806857705116272,0.12812471389770508,0.0650176927447319,0.0,0.0,0,0.7839239835739136,0.6699744462966919,0.6110848784446716,1,76,0.7839239835739136,0.11394952237606049,0.10212656110525131,0.0,0.0,0,0.46866726875305176,0.0512981116771698,0.8805568814277649,2,76,0.46866726875305176,0.11396361142396927,0.41736915707588196,0.0,0.0,True,True,True,False,False,False,False
ammlu_4672,4672,Law,Prof,Morocco,يمثل النيابة العامة أمام محكمة الاستئناف:,,رئيس محكمة الاستئناف شخصيا أو بواسطة نوابه,وكيل الملك شخصيا أو بواسطة نوابه,الوكيل العام للملك أو بواسطة نوابه,جميع الأجوبة صحيحة,,4,2,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يمثل النيابة العامة أمام محكمة الاستئناف:

الخيارات:
1) رئيس محكمة الاستئناف شخصيا أو بواسطة نوابه
2) وكيل الملك شخصيا أو بواسطة نوابه
3) الوكيل العام للملك أو بواسطة نوابه
4) جميع الأجوبة صحيحة

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يمثل النيابة العامة أمام محكمة الاستئناف:

الخيارات:
1) رئيس محكمة الاستئناف شخصيا أو بواسطة نوابه
2) وكيل الملك شخصيا أو بواسطة نوابه
3) الوكيل العام للملك أو بواسطة نوابه
4) جميع الأجوبة صحيحة

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",3,0.7539429664611816,0.5193849802017212,0.441544771194458,0,120,0.23455795645713806,0.004503574687987566,0.006995431147515774,0.7539429664611816,0.0,3,0.8027138113975525,0.6160253882408142,0.3931584358215332,0,120,0.18668843805789948,0.004209661390632391,0.006388102192431688,0.8027138113975525,0.0,3,0.8295103311538696,0.7400294542312622,0.4465944766998291,0,120,0.08948089182376862,0.019306860864162445,0.0617019347846508,0.8295103311538696,0.0,False,False,False,False,False,False,False
ammlu_12832,12832,Islamic Studies,Primary,Jordan,أحافظ على الهدوء في بيتي ولا أزعج جيراني هذا التصرف من آداب,,البيت,الخروج من المنزل,الضيافة,المسجد,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أحافظ على الهدوء في بيتي ولا أزعج جيراني هذا التصرف من آداب

الخيارات:
1) البيت
2) الخروج من المنزل
3) الضيافة
4) المسجد

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
أحافظ على الهدوء في بيتي ولا أزعج جيراني هذا التصرف من آداب

الخيارات:
1) البيت
2) الخروج من المنزل
3) الضيافة
4) المسجد

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",0,0.771711528301239,0.62259441614151,0.5227842330932617,3,98,0.771711528301239,0.016248704865574837,0.06292255222797394,0.1491170972585678,0.0,0,0.708445131778717,0.5125867128372192,0.6016882061958313,3,98,0.708445131778717,0.017853280529379845,0.07784321159124374,0.19585838913917542,0.0,3,0.9190828800201416,0.8775091171264648,0.2599334418773651,0,98,0.04157375544309616,0.010968648828566074,0.028374776244163513,0.9190828800201416,0.0,True,True,False,False,True,False,False
ammlu_11857,11857,Arabic Language (General),,,"اقرأ النص الشعري التالي ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 الفكرة الرئيسة للبيت الأول [فراغ] .",تَواضَعْ تَكُن كالنَّجْمِ لاحَ لِناظِرٍ ـــــــــــــــــــــــــــ على صفحات الماء وهو رفيع ولا تَكُ كالدُّخان يَعلو بِنَفْسِهِ ـــــــــــــــــــــــــــــــــ إلى طبقات الجَوِّ وَهُوَ وضِيع,فضل التواضع,فضل النجوم,ارتفاع الشأن,فضل الماء,,4,0,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تَواضَعْ تَكُن كالنَّجْمِ لاحَ لِناظِرٍ ـــــــــــــــــــــــــــ على صفحات الماء وهو رفيع ولا تَكُ كالدُّخان يَعلو بِنَفْسِهِ ـــــــــــــــــــــــــــــــــ إلى طبقات الجَوِّ وَهُوَ وضِيع

اقرأ النص الشعري التالي ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 الفكرة الرئيسة للبيت الأول [فراغ] .

الخيارات:
1) فضل التواضع
2) فضل النجوم
3) ارتفاع الشأن
4) فضل الماء

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
تَواضَعْ تَكُن كالنَّجْمِ لاحَ لِناظِرٍ ـــــــــــــــــــــــــــ على صفحات الماء وهو رفيع ولا تَكُ كالدُّخان يَعلو بِنَفْسِهِ ـــــــــــــــــــــــــــــــــ إلى طبقات الجَوِّ وَهُوَ وضِيع

اقرأ النص الشعري التالي ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 الفكرة الرئيسة للبيت الأول [فراغ] .

الخيارات:
1) فضل التواضع
2) فضل النجوم
3) ارتفاع الشأن
4) فضل الماء

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",3,0.8984505534172058,0.814968466758728,0.27663448452949524,0,229,0.08348209410905838,0.0026177612598985434,0.015449588187038898,0.8984505534172058,0.0,3,0.9051761031150818,0.8340932130813599,0.27157828211784363,0,229,0.07108288258314133,0.0032980265095829964,0.020442994311451912,0.9051761031150818,0.0,0,0.4751409590244293,0.06135186553001404,0.7449222207069397,3,229,0.4751409590244293,0.03590143471956253,0.07516853511333466,0.4137890934944153,0.0,False,False,True,False,False,False,True
ammlu_14046,14046,Islamic Studies,High,Jordan,يؤدي المعاني الكثيرة بألفاظ قليلة لا تخل بواحدة منها، وهو من أرفع أساليب البالغة، مما يسهل فهمه وحفظه والاعتبار به. تعريف لـ:,,دقة التصوير,الصورة الحركية,الإيجاز,,,3,2,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يؤدي المعاني الكثيرة بألفاظ قليلة لا تخل بواحدة منها، وهو من أرفع أساليب البالغة، مما يسهل فهمه وحفظه والاعتبار به. تعريف لـ:

الخيارات:
1) دقة التصوير
2) الصورة الحركية
3) الإيجاز

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
يؤدي المعاني الكثيرة بألفاظ قليلة لا تخل بواحدة منها، وهو من أرفع أساليب البالغة، مما يسهل فهمه وحفظه والاعتبار به. تعريف لـ:

الخيارات:
1) دقة التصوير
2) الصورة الحركية
3) الإيجاز

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",2,0.8561696410179138,0.7177063226699829,0.395745187997818,0,127,0.13846330344676971,0.00536702387034893,0.8561696410179138,0.0,0.0,2,0.8577606081962585,0.7206007242202759,0.3922421932220459,0,127,0.13715991377830505,0.005079509690403938,0.8577606081962585,0.0,0.0,2,0.7252886295318604,0.5376510620117188,0.6912925839424133,0,127,0.1876375675201416,0.08707378059625626,0.7252886295318604,0.0,0.0,True,True,True,False,False,False,False
ammlu_8298,8298,Geography,High,Jordan,الجهاز المستخدم لقياس اتجاه الرياح يسمى :,,الأنيموميتر,البارومتير,دوارة الرياح,الثيرمومتير,,4,2,"أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
الجهاز المستخدم لقياس اتجاه الرياح يسمى :

الخيارات:
1) الأنيموميتر
2) البارومتير
3) دوارة الرياح
4) الثيرمومتير

الإجابة الصحيحة هي الخيار رقم:","<|im_start|>user
أجب عن السؤال التالي باختيار رقم واحد فقط من الخيارات، ولا تكتب أي شرح.

السؤال:
الجهاز المستخدم لقياس اتجاه الرياح يسمى :

الخيارات:
1) الأنيموميتر
2) البارومتير
3) دوارة الرياح
4) الثيرمومتير

الإجابة الصحيحة هي الخيار رقم:<|im_end|>
<|im_start|>assistant
<think>

</think>

",3,0.7047588229179382,0.5505180358886719,0.5977208018302917,0,104,0.15424081683158875,0.003802696941420436,0.13719770312309265,0.7047588229179382,0.0,3,0.7438521385192871,0.6140739917755127,0.5499906539916992,2,104,0.12288909405469894,0.0034805808681994677,0.1297781765460968,0.7438521385192871,0.0,3,0.9303873777389526,0.882168173789978,0.22123900055885315,2,104,0.01680571958422661,0.00458764610812068,0.04821920767426491,0.9303873777389526,0.0,False,False,False,False,False,False,False
