item_id,flip_label,logistic_risk,random_forest_risk
ammlu_12298,0,0.6220439635509892,0.44904030140154994
ammlu_2322,0,0.40679871001481693,0.2435568710439755
ammlu_2707,0,0.7360758405704482,0.6064075714857003
ammlu_5229,1,0.18580549508332972,0.24074494802800436
ammlu_2628,0,0.17085438402970013,0.4231337400023784
ammlu_9144,0,0.32466368719207617,0.31409778216583495
ammlu_8620,0,0.46452782063454257,0.4520463591438871
ammlu_4001,0,0.4495649268761439,0.2842582673134409
ammlu_12377,0,0.4344970090264921,0.3362603418603801
ammlu_6748,0,0.6652245536488735,0.5019207307285943
ammlu_2279,0,0.3661328778794492,0.27788048890812933
ammlu_11185,0,0.10693113387023398,0.3076335904716365
ammlu_10676,1,0.6875146478600508,0.43577581182803676
ammlu_7852,0,0.5272782160402256,0.4904077803561744
ammlu_5761,0,0.5413400436201031,0.49966048048216194
ammlu_1777,0,0.4876430542097044,0.36673852743711877
ammlu_10369,0,0.45062044923839206,0.315485908062831
ammlu_3688,1,0.47723222193573867,0.31219895782242896
ammlu_12513,1,0.47825594353887263,0.19542368394673829
ammlu_10504,0,0.8173992339412827,0.6074550449713277
ammlu_1600,0,0.7077476862652865,0.6254520821560656
ammlu_6868,0,0.6878022825860614,0.42783392038980866
ammlu_2876,1,0.6687135174556776,0.5389426614929927
ammlu_3973,0,0.4110902695543339,0.3752835014889719
ammlu_14448,1,0.18715375865336073,0.3771209593367011
ammlu_3380,0,0.6000113601134526,0.4558804615670142
ammlu_10781,1,0.5614608637399799,0.4910859344562152
ammlu_6673,1,0.06659449637805942,0.1887613879085162
ammlu_1644,0,0.5017948511812984,0.368876995191038
ammlu_6785,0,0.5111326877574578,0.37201435301808045
ammlu_10688,0,0.8882614158192121,0.6047290638336831
ammlu_7141,0,0.6079285333236278,0.4568743772260126
ammlu_11402,0,0.4890755480057485,0.43057374607659027
ammlu_2545,0,0.24995570007676837,0.20103598662637542
ammlu_3646,0,0.4365666767510729,0.397976568601418
ammlu_11626,0,0.2840365971810423,0.4252604910406986
ammlu_10803,0,0.5710171273136455,0.3735312012398361
ammlu_4942,0,0.5636778194717713,0.47659681399310505
ammlu_3410,0,0.4697577164413638,0.31648812844528285
ammlu_9772,0,0.1523610632596056,0.26154413002058
ammlu_11205,0,0.09663078412973358,0.3823144695326473
ammlu_13493,1,0.27442981239396846,0.3290645295167557
ammlu_879,1,0.5514665692566817,0.507777331255284
ammlu_9788,1,0.16178873297413063,0.26137452148965606
ammlu_2634,0,0.4768630600378323,0.27590988547132334
ammlu_8557,0,0.543023071472435,0.38877841872483615
ammlu_14324,0,0.21270313738099314,0.39474622136074283
ammlu_13232,0,0.38097780385621033,0.4146447281631328
ammlu_892,0,0.540709907115365,0.6207278848608851
ammlu_7000,0,0.1790504267848375,0.43428992190944266
ammlu_5550,0,0.6510064682401498,0.4385967505762151
ammlu_7531,0,0.5960556367857905,0.39861750312220684
ammlu_8164,0,0.4408829303145166,0.4380252362258195
ammlu_5110,0,0.1186307186104725,0.252249793253984
ammlu_8741,0,0.16514194049382244,0.23497180577447452
ammlu_9572,0,0.1096661517718367,0.34719111236656963
ammlu_4636,1,0.32144919251342086,0.48666301483202623
ammlu_983,1,0.6740452601939263,0.4870417848726589
ammlu_13869,0,0.24920167641555427,0.3404136829273977
ammlu_5551,0,0.7487539923018267,0.4236543711013326
ammlu_6137,0,0.40038126677202107,0.34741615109434365
ammlu_3372,1,0.5951251580617419,0.4874014831683576
ammlu_14162,0,0.670613186164849,0.5399399809280987
ammlu_533,0,0.4004151821117793,0.25260968903743786
ammlu_5838,0,0.5934522465570994,0.41423082994520644
ammlu_351,0,0.26667787587070463,0.3004116262299503
ammlu_3466,0,0.5115060858878601,0.3954203016771759
ammlu_1403,1,0.7686238746312303,0.6863891280328461
ammlu_10238,0,0.6024890951222025,0.4673982346986086
ammlu_2539,1,0.23995251883735563,0.2437656759833061
ammlu_9838,0,0.08111365204422989,0.21631035060316475
ammlu_1923,0,0.5502297321716997,0.2514363522589885
ammlu_13762,0,0.4804108093994654,0.5047305101654864
ammlu_13686,0,0.464660742110929,0.4797130668164551
ammlu_761,0,0.26134513374312496,0.3767199029842145
ammlu_11875,0,0.22070466867207797,0.2963028677000404
ammlu_11347,1,0.9197836308341849,0.6228675515061787
ammlu_4850,0,0.649887954270865,0.38012580794572526
ammlu_11246,0,0.318253318451554,0.287083308027765
ammlu_5061,0,0.07166066035095349,0.2500107276375107
ammlu_5652,0,0.5136307241799571,0.3865165628133252
ammlu_3774,0,0.49327292370584763,0.29115338220065246
ammlu_5925,0,0.09690986939006296,0.20776595412193044
ammlu_14121,0,0.3644660866533308,0.4240364507587324
ammlu_263,0,0.24316699110124296,0.3939125418783712
ammlu_10459,0,0.8940359574936461,0.6861314347493029
ammlu_11749,0,0.1909509768298823,0.3078772670478784
ammlu_9404,0,0.4912849800077695,0.3946801115549154
ammlu_11859,1,0.07855760140954686,0.12848956609890022
ammlu_5243,0,0.40813865720706216,0.4467880463493016
ammlu_758,0,0.24056185404403402,0.3790321586360952
ammlu_10415,0,0.44151405768091834,0.39416297770727615
ammlu_2459,0,0.45204707163372265,0.4508494568206553
ammlu_7500,0,0.20978117502852964,0.3249774068596962
ammlu_11868,0,0.3053129743515145,0.38200347888064123
ammlu_6509,0,0.6561955370414562,0.5730623760045771
ammlu_9041,1,0.3563401910773184,0.3832526695341613
ammlu_13589,0,0.23686519737818992,0.40323504394109877
ammlu_10483,1,0.6652669445782189,0.3921585662676695
