item_id,flip,logistic_risk,random_forest_risk
ammlu_11953,0,0.008048730093472968,0.09024101924635848
ammlu_1995,0,0.48047133315682566,0.22733384196313935
ammlu_12699,0,0.00180069249139719,0.07206563065664985
ammlu_677,0,0.024801341474881756,0.009524613933891557
ammlu_7632,0,0.4306293709121753,0.160792048565766
ammlu_1245,0,0.00548079218026472,0.0028645414631129802
ammlu_1284,0,0.015501102804215657,0.042868647965871996
ammlu_2336,0,0.2626168112884837,0.4461815072848177
ammlu_4282,0,0.8874187916289159,0.5459756046544156
ammlu_11034,0,0.06266690862912691,0.018160812298747993
ammlu_7797,0,0.35751397461232437,0.30305115534182714
ammlu_3942,0,0.019202981536383827,0.038860372569734666
ammlu_4242,0,0.19460969273154918,0.1532930269057509
ammlu_14117,0,0.780797381144651,0.36323916933295536
ammlu_14028,0,0.07371986691318869,0.07846427881614693
ammlu_2657,0,0.21761315436745673,0.4240576561618763
ammlu_1814,0,0.007729221694171027,0.06352281220511379
ammlu_5497,0,0.0002659147698073991,0.05772143278706466
ammlu_6721,0,0.07804469526177578,0.10286076833751387
ammlu_3198,0,0.17583134624461658,0.14870084512233275
ammlu_3798,0,0.04761886841114493,0.08886586373320628
ammlu_5039,0,0.009224289557583547,0.07800183013205168
ammlu_999,0,0.0011249908493452202,0.006246340578411872
ammlu_4373,0,0.5928273514319499,0.37013752464270666
ammlu_11782,0,0.00020668628664495463,0.014373304669100478
ammlu_6155,0,0.0018738129315088157,0.07464639356684225
ammlu_14273,0,0.05307205613170172,0.04082116062175081
ammlu_9287,0,0.512680394652164,0.19250844992882254
ammlu_5924,0,0.004806311210232538,0.08475149963547707
ammlu_2951,0,0.027803403938303,0.03770165225285025
ammlu_7147,0,0.05532867685703213,0.03330435349238009
ammlu_6029,0,0.018360433657197903,0.05910852880893439
ammlu_3703,0,0.17993451675965547,0.19166758109788146
ammlu_12868,0,0.872777961351853,0.5660987364988694
ammlu_10467,0,0.05326353438560502,0.037119301394094896
ammlu_13490,0,0.0010051289597467353,0.026740359532644867
ammlu_9076,0,0.4114219005207753,0.166362332801394
ammlu_10519,0,0.032664141351218964,0.034965600335497414
ammlu_8411,0,0.03588053333394865,0.10815994397015764
ammlu_6208,0,0.00010619274907279429,0.03893226619332701
ammlu_3746,1,0.3550228336099893,0.1572686117063361
ammlu_4599,0,0.006630668413833485,0.007238998405244216
ammlu_980,0,0.03286438284749397,0.017336994993246604
ammlu_6510,0,0.3244361071738042,0.174889579796299
ammlu_2672,0,0.1626208384737182,0.27819218732058515
ammlu_6626,0,0.0022257284418593644,0.02904481831028491
ammlu_9508,0,0.0788277173366728,0.18276303297890611
ammlu_11941,0,1.0415766260427137e-05,0.011132758663122353
ammlu_863,0,1.3545386102040718e-05,0.04489560590304165
ammlu_5826,0,0.05287709018059766,0.09053739511828304
ammlu_12298,0,0.19848074747264483,0.10448148067042115
ammlu_2322,0,0.768815953766288,0.391749757701297
ammlu_2707,0,0.0009002008240967148,0.03672287078178411
ammlu_5229,0,0.0408375132125769,0.05902169606902378
ammlu_2628,0,0.09487361579980505,0.2442015269494343
ammlu_9144,0,0.21211955095995952,0.11793688699510646
ammlu_8620,1,0.2234173925198676,0.10359766556615196
ammlu_4001,0,0.005247798850569274,0.013928205515457403
ammlu_12377,0,0.005351096986084021,0.011271627382262638
ammlu_6748,0,0.00044788237282313644,0.020167886540364287
ammlu_2279,0,0.10945197361693805,0.09412236341177639
ammlu_11185,0,0.01743781639915359,0.009901545335698203
ammlu_10676,0,8.370095301895058e-07,0.027203982856693697
ammlu_7852,1,0.8526678846873312,0.48785827857920155
ammlu_5761,0,0.0007353821544397938,0.04803421068741001
ammlu_1777,0,0.19144909947686728,0.2034987375151408
ammlu_10369,0,0.008057818067377891,0.00975401434821247
ammlu_3688,0,0.2567920097563036,0.2765884257947793
ammlu_12513,0,0.5352931856343686,0.2730042629877794
ammlu_10504,1,0.17412443018646168,0.34685336389291593
ammlu_1600,0,0.5677232678063161,0.2674300410961392
ammlu_6868,0,0.0008004959949414979,0.017530740798701146
ammlu_2876,0,0.002017600637398191,0.03277520271323466
ammlu_3973,0,0.008378438208371444,0.025692741525529427
ammlu_14448,0,0.009787274601502163,0.03624996358383978
ammlu_3380,0,0.0045550624342685095,0.022691008655246325
ammlu_10781,0,0.04402700018689447,0.14860272258170887
ammlu_6673,0,0.06466518996256056,0.15710783313759039
ammlu_1644,0,0.003498520127445627,0.0028645414631129802
ammlu_6785,0,0.2668347761749537,0.2987389735306999
ammlu_10688,0,6.834760692721565e-06,0.058385512772552654
ammlu_7141,0,0.012490971719044277,0.01782294554968684
ammlu_11402,0,0.010665161825714746,0.039823008085374555
ammlu_2545,0,0.003251633346698384,0.039313033879506284
ammlu_3646,0,0.5644274835739513,0.14369307314645868
ammlu_11626,0,0.4551793363254031,0.4087459008834854
ammlu_10803,0,0.24966950870042712,0.3940680139943387
ammlu_4942,0,0.16926760947165317,0.037347211394637994
ammlu_3410,0,0.00655769287890321,0.022233405900274682
ammlu_9772,0,0.07699532124789188,0.21466381692645745
ammlu_11205,0,0.0010148558503504975,0.013303330337419182
ammlu_13493,0,0.0002910833366037115,0.08161481309802696
ammlu_879,0,3.488485945452421e-05,0.023654853410268704
ammlu_9788,0,0.007868345942542546,0.058652939475629
ammlu_2634,0,1.1888145195999534e-07,0.02054171345491351
ammlu_8557,0,0.013683052162229275,0.08890187313045565
ammlu_14324,0,0.009305600366583304,0.017399095899787238
ammlu_13232,0,0.11174414730035857,0.07244745936515257
ammlu_892,0,0.00026437618142913916,0.03502829859083774
ammlu_7000,0,0.022888989347303424,0.0371264017905449
ammlu_5550,0,0.08986590067601996,0.08535803659187628
ammlu_7531,0,1.7384079618166787e-07,0.01898974251489735
ammlu_8164,0,0.4104971936930578,0.14097076994721378
ammlu_5110,0,0.046679544728182476,0.22680173556957103
ammlu_8741,0,0.22381832010282587,0.09908334672230305
ammlu_9572,0,0.0015097363180341533,0.04228817237824617
ammlu_4636,0,0.7217733747800977,0.6336591343013442
ammlu_983,0,0.0007682774001862855,0.0014666320595163097
ammlu_13869,0,0.0002838736928236662,0.06393985034041506
ammlu_5551,0,0.14834977673582297,0.16716102611088157
ammlu_6137,0,0.457555668081154,0.27724970133766047
ammlu_3372,0,0.2344152449648337,0.3986515829528418
ammlu_14162,0,0.15560959305221633,0.0747699664672604
ammlu_533,0,0.0038230617363846624,0.02318538657908826
ammlu_5838,0,0.0010895288992272387,0.0560213808598336
ammlu_351,0,0.01122975033244521,0.011438351398018506
ammlu_3466,0,0.4055276858268039,0.5268865717184137
ammlu_1403,0,3.3063450028903674e-05,0.042324135939072985
ammlu_10238,0,0.12952687735537427,0.03683147886274425
ammlu_2539,0,0.15823182561986102,0.034724090265382535
ammlu_9838,0,0.01004263950792005,0.03885467356510515
ammlu_1923,0,0.12532373103672145,0.03639644814519403
ammlu_13762,0,0.0005705969245944014,0.08582434008471373
ammlu_13686,0,0.0002886458296336563,0.08161481309802696
ammlu_761,0,0.06605749703018438,0.28908303978422084
ammlu_11875,0,0.0006392417700303176,0.023792884338038015
ammlu_11347,0,0.0020856923542951172,0.08258847898623467
ammlu_4850,0,0.002133285148576026,0.025692743604630724
ammlu_11246,0,0.0030231546364349574,0.03703131563769089
ammlu_5061,0,0.057579455050213495,0.169273704736546
ammlu_5652,0,0.7021666092893878,0.3027460259265716
ammlu_3774,0,0.18273611928471747,0.26965718255784027
ammlu_5925,0,0.055645875747348694,0.07554505434299986
ammlu_14121,0,0.4705816897699545,0.3394340848184744
ammlu_263,0,0.0013907905939450772,0.034996440311185976
ammlu_10459,0,0.008661145580699563,0.04734647825588571
ammlu_11749,0,0.14878659681511985,0.34912325190434373
ammlu_9404,0,0.0005738009909239029,0.05506384684816164
ammlu_11859,0,0.00628946570731768,0.011132758663122353
ammlu_5243,1,0.07615105495550378,0.3179418587442485
ammlu_758,0,0.011194173243211591,0.004126774235077831
ammlu_10415,0,0.048305088634667114,0.14444684059176416
ammlu_2459,0,0.08131128492318053,0.03639551909020818
ammlu_7500,0,0.0018874634336336943,0.019814750669945858
ammlu_11868,0,0.004568756390736025,0.188639997815766
ammlu_6509,0,0.5303054934733592,0.501094808950393
ammlu_9041,0,0.003200126204607754,0.030315648479971147
ammlu_13589,0,0.6219139294859946,0.43741509491787495
ammlu_10483,0,0.012127249917522962,0.00975401434821247
