item_id,flip,logistic_risk,random_forest_risk
ammlu_2182,0,0.9459013173255709,0.47084542269852825
ammlu_6335,0,0.42639821514955356,0.4963970980084706
ammlu_13514,0,0.17367324618343222,0.10120117452217968
ammlu_2757,0,0.05038644525923391,0.12487527114331998
ammlu_5841,0,0.38943973282447875,0.21726001732769362
ammlu_6024,0,0.29969215206167277,0.11791707634900936
ammlu_9970,0,0.6454751124217946,0.28095402114167056
ammlu_12842,1,0.6748514349016576,0.2926826132963023
ammlu_7061,0,0.16110579084701046,0.12551750034282422
ammlu_11981,0,0.0012266892351457676,0.108863311649985
ammlu_491,0,0.37940942734375027,0.2675867484149988
ammlu_3686,0,0.04715545281758598,0.09584772907338066
ammlu_11280,0,0.11239179941275573,0.16253051385692197
ammlu_8014,0,0.7224325513265686,0.36579217056445634
ammlu_4646,0,0.13324810607254786,0.15322306461800442
ammlu_7996,0,0.36680330005494916,0.31134549085925634
ammlu_9796,0,0.04392892793343944,0.14103313213494217
ammlu_12310,0,0.2790313716767585,0.08720237070745
ammlu_11837,0,0.015858043253402614,0.21594141861435592
ammlu_1137,0,0.011179106075804444,0.09773863646459632
ammlu_97,0,0.39788263259109086,0.33934308341329583
ammlu_9839,0,0.1465336358491154,0.16466709636894053
ammlu_8234,0,0.36055351090146276,0.38288875757202695
ammlu_11374,0,0.11605762650539736,0.2964826097652947
ammlu_3058,0,0.07198328999601944,0.1662244319906864
ammlu_6631,0,0.010611500113733149,0.03761719976657706
ammlu_14133,0,0.36027365352233753,0.36351052115118526
ammlu_7602,0,0.23640338810613246,0.17524978821549403
ammlu_14000,0,0.4685013319347164,0.2124919042600649
ammlu_1931,1,0.21835092090858155,0.3361966376310205
ammlu_9434,0,0.02586683074060307,0.11757089293552246
ammlu_4672,0,0.06718233809891366,0.043380736077236956
ammlu_12832,1,0.30868589686047365,0.504819586269499
ammlu_11857,0,0.08731296051398033,0.06133730539451779
ammlu_14046,0,0.03870532218085482,0.08046506468171462
ammlu_8298,0,0.6159376406045026,0.4711127254917599
ammlu_4953,0,0.20237496577912695,0.1131981281725232
ammlu_515,0,0.4135048779295251,0.29112236825612603
ammlu_8120,0,0.2272279942426516,0.29310801101954703
ammlu_9619,0,0.9176424260087449,0.45325231594979437
ammlu_10214,0,0.022861247704305976,0.03928382734111922
ammlu_14108,0,0.6506685381418738,0.2942221444027274
ammlu_331,0,0.7408481023316704,0.29911059916364235
ammlu_9161,0,0.5231311196016142,0.44482768719267696
ammlu_2538,0,0.12730526747534163,0.23872056587266385
ammlu_11953,0,0.0013087868025791667,0.04428152801173426
ammlu_1995,0,0.6523897769008993,0.48636046681067896
ammlu_12699,0,0.5964824962242893,0.35491966409914766
ammlu_677,0,0.022758640530898662,0.03728032456087566
ammlu_7632,0,0.6201543010767894,0.3505778694232323
ammlu_1245,0,0.041791348750065634,0.04895291964938386
ammlu_1284,0,0.05220050534838863,0.11490423915549325
ammlu_2336,0,0.20027895951065808,0.4139062999489089
ammlu_4282,0,0.7080826615136515,0.527272472949815
ammlu_11034,0,0.2933326165156947,0.09990814928111837
ammlu_7797,0,0.1357741158311639,0.18936857739525836
ammlu_3942,0,0.22243040100065606,0.24131215389320482
ammlu_4242,0,0.7049474626156368,0.5533502281531265
ammlu_14117,0,0.2086791634309793,0.12995168549110064
ammlu_14028,0,0.09885396181833374,0.1588904226253629
ammlu_2657,0,0.005858349641039714,0.1652259847346975
ammlu_1814,0,0.05932028765985621,0.11694383841102615
ammlu_5497,0,0.9151346688204949,0.23217409931815297
ammlu_6721,0,0.06702826656385208,0.08229380758729882
ammlu_3198,0,0.43273991891071184,0.4422929611419271
ammlu_3798,0,0.04575992193967485,0.11812255225525962
ammlu_5039,0,0.006560563666606611,0.0574307750288816
ammlu_999,0,0.018915204086058922,0.030906513585520847
ammlu_4373,0,0.4122287043347958,0.40501198302736596
ammlu_11782,0,0.0021995400794204535,0.03992531093429932
ammlu_6155,0,0.37638883919692034,0.2214213473769547
ammlu_14273,0,0.2032799905105888,0.20608903931714842
ammlu_9287,0,0.49212588361168813,0.4497202715158739
ammlu_5924,0,0.22097540739359448,0.27221759756990427
ammlu_2951,0,0.09599952311248319,0.16857443199068642
ammlu_7147,0,0.07606435344732297,0.034836872980987504
ammlu_6029,0,0.5452587865897324,0.1826794458144968
ammlu_3703,0,0.2777859404939193,0.31778844861610794
ammlu_12868,0,0.7937253047081801,0.44054673178338727
ammlu_10467,0,0.6937983043407666,0.22994547440152957
ammlu_13490,0,0.06555805006772095,0.15845286671062428
ammlu_9076,0,0.6436273823351238,0.4683365878786205
ammlu_10519,0,0.40561438970629793,0.20528833319211948
ammlu_8411,0,0.5712962029194704,0.44064384308357923
ammlu_6208,0,0.18406401300709213,0.3154299692897728
ammlu_3746,1,0.026576084725719776,0.08862923717696809
ammlu_4599,0,0.27943540051829957,0.12928764530304312
ammlu_980,0,0.05534342987895056,0.08289822253498544
ammlu_6510,0,0.4408402936490754,0.48099302477950096
ammlu_2672,0,0.12757630528844574,0.17858869568889893
ammlu_6626,0,0.004179751677172775,0.07337775149714154
ammlu_9508,0,0.04498609583384851,0.26588398401559393
ammlu_11941,0,5.736863220886471e-05,0.03992531093429932
ammlu_863,0,0.09402172118342568,0.2580771214390582
ammlu_5826,0,0.31468763126515825,0.19729567545422294
ammlu_12298,0,0.09467202529583131,0.05096663264185986
ammlu_2322,0,0.7595057876068341,0.4791283108997345
ammlu_2707,0,0.13465415275932716,0.28098541241502806
ammlu_5229,0,0.7202299298424182,0.47514966394423735
ammlu_2628,0,0.002923731688082382,0.16430336022742814
ammlu_9144,0,0.6044421562276462,0.4800585649292184
ammlu_8620,1,0.2562703432771837,0.15180570106664448
ammlu_4001,0,0.045531188786078626,0.09007478163055364
ammlu_12377,0,0.07005987902052378,0.039542006101229404
ammlu_6748,0,0.09477038787653748,0.1314386997298545
ammlu_2279,0,0.20865410496642722,0.2396438868729926
ammlu_11185,0,0.020851679263336875,0.05517763110014332
ammlu_10676,0,0.40105324315320934,0.19211429382956763
ammlu_7852,1,0.7875746098951032,0.4672240661556947
ammlu_5761,0,0.181256716833559,0.13955068815993601
ammlu_1777,0,0.14670522492591642,0.09663016187298706
ammlu_10369,0,0.5002183665036477,0.08300532313853567
ammlu_3688,0,0.2577422076274098,0.13124885219959487
ammlu_12513,0,0.09156834561697177,0.05096663264185986
ammlu_10504,1,0.004899317385732755,0.06835503963556552
ammlu_1600,0,0.047935659775978995,0.08289822253498544
ammlu_6868,0,0.24485649227673176,0.10955044574997434
ammlu_2876,0,0.3133209684487419,0.18932054908686655
ammlu_3973,0,0.28362511140487523,0.1879232942659927
ammlu_14448,0,0.2163342901661688,0.3490418351725895
ammlu_3380,0,0.19330512557474533,0.13083190400052197
ammlu_10781,0,0.004465026519225222,0.008218337010245286
ammlu_6673,0,0.042178855368639086,0.07337775149714154
ammlu_1644,0,0.04557908609523889,0.04895291964938386
ammlu_6785,0,0.2251338505689267,0.15989769283554023
ammlu_10688,0,0.5260672621623427,0.35184815354513593
ammlu_7141,0,0.11906758300912837,0.10107288924745907
ammlu_11402,0,0.17340877262481103,0.17979228303894257
ammlu_2545,0,0.1454707788372624,0.27623542779957627
ammlu_3646,0,0.7378346399363753,0.3123974945648595
ammlu_11626,0,0.10400755310315951,0.23195206810845462
ammlu_10803,0,0.031632601095909436,0.11941810519259716
ammlu_4942,0,0.06254075045622472,0.10391787092960532
ammlu_3410,0,0.024253114651236963,0.05556971352363983
ammlu_9772,0,0.04979005941322514,0.17691099873975805
ammlu_11205,0,0.0267522841333464,0.06132565638745711
ammlu_13493,0,0.2358062694385329,0.21849471870944912
ammlu_879,0,0.08158453287043843,0.12558796864184166
ammlu_9788,0,0.054596555524286966,0.2286845196637303
ammlu_2634,0,0.009650127223717306,0.14187252214255952
ammlu_8557,0,0.6533128108057187,0.5297814672376782
ammlu_14324,0,0.19771047039144668,0.1559425634274777
ammlu_13232,0,0.6748931779628047,0.3618281795966321
ammlu_892,0,0.05816653611220914,0.11327513715635032
ammlu_7000,0,0.05271691886943749,0.1499847428374405
ammlu_5550,0,0.8738479981765086,0.4427063869778316
ammlu_7531,0,0.02132248614943463,0.11315923609594984
ammlu_8164,0,0.6030888732625385,0.4416955863308161
ammlu_5110,0,0.007785369995784058,0.017221611576415836
ammlu_8741,0,0.5841241950394577,0.2567484451923648
ammlu_9572,0,0.046127590253401005,0.20379103337524587
ammlu_4636,0,0.1285780287591048,0.3288422175175213
ammlu_983,0,0.010546424962962753,0.020074882260117576
ammlu_13869,0,0.22840458167577285,0.19563503042777966
ammlu_5551,0,0.26544692951466897,0.4934859728597823
ammlu_6137,0,0.11154850211140602,0.14310957365010757
ammlu_3372,0,0.0076846240917684975,0.08793367104996015
ammlu_14162,0,0.15267776234363195,0.19558495035262793
ammlu_533,0,0.05470020777263922,0.029171623626181087
ammlu_5838,0,0.3056329593047837,0.18040801930431724
ammlu_351,0,0.31908831133479987,0.06881506030911985
ammlu_3466,0,0.2830158877070819,0.37712581449003296
ammlu_1403,0,0.0619285595305169,0.2473306682442274
ammlu_10238,0,0.24372316854933593,0.09108552741211629
ammlu_2539,0,0.16900419352304827,0.13937315097425226
ammlu_9838,0,0.038388350238814796,0.1444509981611124
ammlu_1923,0,0.5691898939235033,0.23562413227325635
ammlu_13762,0,0.21830126157089594,0.2359623079137087
ammlu_13686,0,0.23209408269388485,0.22067329013802056
ammlu_761,0,0.01997929190516894,0.10120086088039539
ammlu_11875,0,0.006913752821076097,0.09504962625221137
ammlu_11347,0,0.21988106256474552,0.2657202388426856
ammlu_4850,0,0.07781527413398892,0.13298663072978942
ammlu_11246,0,0.12598288096541777,0.24150613990498596
ammlu_5061,0,0.006617975620693194,0.0574307750288816
ammlu_5652,0,0.6238004070795182,0.32658257277002073
ammlu_3774,0,0.23127454523454422,0.1728591285396743
ammlu_5925,0,0.07036927054471907,0.26098328899475604
ammlu_14121,0,0.2874227204279195,0.22369983352524772
ammlu_263,0,0.4103653866268534,0.2932519978857556
ammlu_10459,0,0.7676997445949513,0.2283189120460623
ammlu_11749,0,0.013799132333084036,0.04428152801173426
ammlu_9404,0,0.32148355476900703,0.17665995994600928
ammlu_11859,0,0.03290038407208109,0.03992531093429932
ammlu_5243,1,0.01118169443643625,0.10725364308664602
ammlu_758,0,0.02077328802456942,0.03829584985378416
ammlu_10415,0,0.026266438587344527,0.04559710705184056
ammlu_2459,0,0.12913074314060746,0.1359221803310019
ammlu_7500,0,0.006769212976620131,0.08905374223239161
ammlu_11868,0,0.00157709054598946,0.03992531093429932
ammlu_6509,0,0.39667162120449806,0.550073254493777
ammlu_9041,0,0.30318776578620277,0.15376690796319623
ammlu_13589,0,0.07142509376192015,0.1870429605886585
ammlu_10483,0,0.22686190619726698,0.11338818195819239
